ID,Column1,Beach,LGA,New Count,CONF,Patrolled,Iconic,Main,National_Park,Open_Coast,Surf,Bay,Length (m),Mean Width (m),Latitude,Longitude,Changing room,Restaurant,Park
1,OEH001,Duranbah / Flagstaff,Tweed,178799.6268,A,1,0,0,0,0,1,0,630,100,-28.167682,153.551189,1,1,1
2,,Little d'bah,Tweed,,,0,0,0,0,0,0,1,70,10,-28.16867547,153.5515404,0,0,0
3,OEH004,Letitia Spit,Tweed,,,0,0,0,0,0,0,1,80,30,-28.171878,153.555014,0,0,0
4,OEH005,Letitia ,Tweed,,,0,0,0,0,0,1,0,1650,100,-28.17782546,153.558019,0,0,0
5,OEH006,Fingal,Tweed,109282.4162,A,1,0,1,0,0,0,0,1650,100,-28.196796,153.566623,1,1,1
6,OEH007,Dreamtime,Tweed,,,0,0,1,0,0,0,0,1000,25,-28.22087,153.56638,0,0,0
7,OEH008,North Kingscliff,Tweed,68668.09815,B,1,0,0,0,0,1,0,1000,30,-28.24019,153.56869,0,0,0
8,,Kingscliff / Cudgen,Tweed,134687.2448,C,1,0,1,0,0,0,0,1200,30,-28.255998,153.57845,0,0,0
9,OEH009,South Kingscliff,Tweed,136163.6768,A,1,0,0,0,1,0,0,1000,40,-28.27184649,153.5819491,0,0,0
10,OEH010,Salt,Tweed,94493.90228,A,1,0,1,0,0,0,0,500,40,-28.277096,153.578945,1,1,1
11,,Casuarina ,Tweed,64862.72766,B,1,0,1,0,0,0,0,3000,40,-28.304516,153.572817,0,0,0
12,OEH012,Cotton,Tweed,,,0,0,1,0,0,0,0,1000,35,-28.31396053,153.5708003,0,0,0
13,OEH013,Cabarita,Tweed,122438.545,A,1,0,1,0,0,0,0,2500,40,-28.331874,153.570684,0,0,0
14,OEH014,Norries Head,Tweed,,,0,0,1,0,0,0,0,200,80,-28.33583,153.57624,0,1,1
15,OEH015,Maggies,Tweed,,,0,0,0,0,0,1,0,2500,120,-28.34835,153.57565,1,0,1
16,OEH017,Hastings Point ,Tweed,98316.09233,B,1,0,1,0,0,0,0,350,40,-28.36073,153.5778,1,0,1
17,OEH016,Cudgera,Tweed,,,0,0,0,0,0,1,0,2925,140,-28.37505,153.57446,0,0,0
18,OEH018,Pottsville North,Tweed,70402.789,B,1,0,1,0,0,0,0,245,100,-28.39736,153.56816,0,0,0
19,OEH020,Mooball,Tweed,65167.20383,B,1,0,0,0,0,1,0,13000,80,-28.406542,153.564978,0,1,0
20,,Wooyung,Tweed,,,0,0,0,0,0,1,0,2630,100,-28.45639,153.55389,0,1,0
21,OEH021,Crabbes Creek,Byron,,,0,0,1,0,0,0,0,3150,110,-28.4857,153.551985,0,0,0
22,OEH023,South Golden ,Byron,113822.8071,B,1,0,1,0,0,0,0,1000,100,-28.49725,153.550804,0,0,0
23,OEH022,New Brighton  / Ocean Shores,Byron,,,0,0,1,0,0,0,0,4500,100,-28.51083,153.55167,0,0,0
24,OEH024,Harrys Hill,Byron,,,0,0,1,0,0,0,0,100,15,-28.53663,153.55407,0,0,0
25,OEH025,Torakina,Byron,,,0,0,1,0,0,0,0,80,11,-28.53671596,153.5556176,0,0,0
26,OEH031,Brunswick Heads,Byron,114181.0667,A,1,0,1,0,0,0,0,10600,120,-28.541786,153.555688,1,1,1
27,OEH027,Tyagarah,Byron,67299.93387,B,1,0,1,0,0,0,0,2000,25,-28.604426,153.576142,0,0,0
28,OEH029,Little Wategos,Byron,,,0,1,0,0,0,0,0,150,15,-28.63409,153.6374,1,0,1
29,OEH026,Wategos,Byron,351559.6932,B,1,1,0,0,0,0,0,575,40,-28.63638,153.63398,1,0,1
30,OEH030,The Pass,Byron,297699.967,B,1,0,0,0,0,1,0,800,50,-28.63794,153.62813,1,1,1
31,OEH028,Belongil,Byron,351687.0354,B,1,0,1,0,0,0,0,2500,180,-28.639813,153.610669,0,0,0
32,OEH032,Main (Byron Bay),Byron,768318.4428,A,1,1,0,0,0,0,0,800,90,-28.64083,153.61556,1,1,1
33,OEH033,Clarks,Byron,,,1,1,0,0,0,0,0,1400,50,-28.64171,153.62103,1,1,1
34,OEH034,Tallows,Byron,135605.1623,B,1,0,0,0,0,1,0,2500,150,-28.64528,153.63167,1,0,0
35,OEH035,Suffolk Park,Byron,130018.6497,B,1,0,0,0,0,1,0,3000,150,-28.68806,153.61472,1,0,0
36,OEH036,Broken Head ,Byron,146480.5963,B,1,0,0,0,0,1,0,1000,150,-28.704839,153.614595,1,1,1
37,OEH037,Kings 1,Byron,,,0,0,0,0,0,1,0,100,30,-28.70774,153.6186,0,0,0
38,OEH038,Kings 2,Byron,,,0,0,0,0,0,1,0,250,60,-28.71016,153.61737,0,0,0
39,OEH039,Brays,Byron,,,0,0,0,0,0,1,0,250,100,-28.71719,153.61644,0,0,0
40,OEH040,Whites,Byron,,,0,0,0,0,0,1,0,350,50,-28.72423,153.61647,0,0,0
41,OEH041,Seven Mile  / Lennox Head,Ballina,269195.1962,A,1,0,1,0,0,0,0,8500,100,-28.78527,153.593484,1,1,1
42,OEH042,Boulder North,Ballina,,,0,0,0,0,0,1,0,600,60,-28.81788,153.60452,0,0,0
43,OEH043,Boulder South / Iron Peg,Ballina,,,0,0,0,0,0,1,0,100,30,-28.82286,153.607,0,0,0
44,OEH044,Sharpes,Ballina,126308.3221,B,1,0,0,0,0,1,0,1300,90,-28.84206,153.604443,0,0,0
45,OEH045,Angels North,Ballina,,,1,0,1,0,0,0,0,925,100,-28.844813,153.604679,0,0,0
46,OEH046,Angels South,Ballina,,,0,0,1,0,0,0,0,700,70,-28.85388,153.59962,0,0,0
47,OEH047,Shelly,Ballina,207850.2336,A,1,0,1,0,0,0,0,700,90,-28.864995,153.593398,1,1,1
48,OEH048,Lighthouse,Ballina,86167.90486,A,1,0,0,0,0,1,0,700,150,-28.868102,153.591532,1,1,1
49,OEH049,South Ballina,Ballina,,,0,0,0,0,0,1,0,4950,160,-28.888252,153.571984,0,0,0
50,OEH050,Beswicks,Ballina,,,0,0,0,0,0,1,0,2930,100,-28.91778,153.54444,0,0,0
51,OEH051,Robins,Ballina,,,0,0,0,0,0,1,0,2500,120,-28.93222,153.53139,0,0,0
52,OEH052,Patches,Ballina,,,0,0,0,0,0,1,0,7500,100,-28.94972,153.51583,0,0,0
53,OEH053,Broadwater,Richmond Valley,,,0,0,0,0,0,1,0,4700,100,-29.0375,153.45361,1,0,1
54,OEH054,Airforce,Richmond Valley,,,0,0,1,0,0,0,0,4550,120,-29.11111,153.435,1,1,1
55,OEH056,Evans Head,Richmond Valley,126518.9079,A,1,0,1,0,0,0,0,2880,150,-29.11224,153.433893,1,1,1
56,OEH057,Razorback / Shark Bay / Little,Richmond Valley,,,0,0,0,0,0,1,0,120,80,-29.11378,153.43814,1,0,0
57,OEH058,Red Hill,Richmond Valley,,,0,0,0,0,0,1,0,150,40,-29.12298,153.45074,0,0,0
58,OEH059,Chinamans North,Richmond Valley,,,0,0,0,0,0,1,0,100,100,-29.12719,153.44977,0,0,0
59,OEH061,Chinaman’s South,Richmond Valley,,,0,0,0,0,0,1,0,1000,100,-29.13129,153.44858,0,0,0
60,,New Zealand ,Richmond Valley,,,0,0,0,0,0,1,0,625,50,-29.13781,153.45229,0,0,0
61,OEH062,Ten Mile,Clarence Valley,,,0,0,0,1,0,0,0,26,140,-29.14333,153.45194,1,0,1
62,OEH063,Shark Bay ,Clarence Valley,,,0,0,0,1,0,0,0,2500,110,-29.18306,153.41556,1,0,1
63,OEH064,Woody Bay,Clarence Valley,,,0,0,0,1,0,0,0,1200,50,-29.36346,153.36544,1,1,1
64,OEH065,Woody Back,Clarence Valley,,,0,0,0,1,0,0,0,1350,100,-29.37456,153.37056,1,0,1
65,OEH066,Frazer Reef,Clarence Valley,,,0,0,0,1,0,0,0,150,100,-29.38393,153.37033,1,0,0
66,OEH068,Iluka Bluff,Clarence Valley,81177.97342,B,1,0,0,1,0,0,0,1200,60,-29.395517,153.371774,0,0,0
67,OEH067,Iluka,Clarence Valley,,,0,0,0,0,0,1,0,2600,180,-29.41023,153.36552,0,1,0
68,OEH070,Moriartys Wall,Clarence Valley,,,0,0,0,0,0,0,1,500,20,-29.42265,153.35838,0,0,0
69,OEH069,Iluka Wall  (Wave Trap),Clarence Valley,,,0,0,0,0,0,1,0,200,30,-29.42271,153.36185,0,0,0
70,OEH072,Turners,Clarence Valley,128768.5471,B,1,0,0,0,0,1,0,375,200,-29.42983,153.36375,1,1,1
71,OEH071,Whiting ,Clarence Valley,,,0,0,0,0,0,0,1,700,20,-29.43168,153.35841,0,0,0
72,OEH073,Yamba Main,Clarence Valley,150849.1838,A,1,0,1,0,0,0,0,250,80,-29.435418,153.364005,1,1,0
73,OEH074,Convent,Clarence Valley,,,0,0,0,0,0,1,0,100,40,-29.43826,153.36725,1,1,1
74,OEH075,Pippi,Clarence Valley,264642.3453,B,1,0,0,0,0,1,0,1600,120,-29.44648,153.36516,1,0,0
75,OEH076,Barri ,Clarence Valley,,,0,0,0,0,0,1,0,1500,120,-29.46107,153.35927,0,0,0
76,OEH077,Green Point Cove,Clarence Valley,,,0,0,0,0,0,1,0,250,50,-29.47077,153.35835,0,0,1
77,OEH078,Angourie / Spooky ,Clarence Valley,,,0,1,0,0,0,0,0,440,60,-29.47692,153.36045,0,0,0
78,,Angourie Point ,Clarence Valley,,,0,1,0,0,0,0,0,100,35,-29.48236,153.36476,1,0,1
79,OEH080,Back Angourie ,Clarence Valley,,,0,0,0,1,0,0,0,1500,140,-29.48967,153.361,0,0,0
80,OEH082,Little Shelly,Clarence Valley,,,0,0,0,1,0,0,0,125,20,-29.51107,153.36021,0,0,0
81,OEH081,Shelly,Clarence Valley,,,0,0,1,0,0,0,0,800,60,-29.51992,153.35791,1,1,1
82,OEH083,Caves,Clarence Valley,,,0,0,0,1,0,0,0,2600,70,-29.5386,153.34999,0,0,0
83,OEH084,Plumbago,Clarence Valley,,,0,0,0,1,0,0,0,2800,140,-29.55913,153.34079,1,0,1
84,OEH085,Red Cliff,Clarence Valley,,,0,0,0,1,0,0,0,250,60,-29.57113,153.33736,1,0,0
85,,Brooms Head Main ,Clarence Valley,77765.82072,B,1,0,1,0,0,0,0,4500,120,-29.5933,153.33137,0,1,1
86,,North Sandon,Clarence Valley,,,0,0,0,1,0,0,0,7300,180,-29.64024,153.32489,0,0,0
87,OEH089,Sandon River,Clarence Valley,,,0,0,0,1,0,0,0,300,5,-29.67586,153.32955,0,0,0
88,,Little Pebbly,Clarence Valley,,,0,0,0,1,0,0,0,100,15,-29.6785,153.33188,0,0,0
89,OEH091,Pebbly  (Clarence),Clarence Valley,,,0,0,0,1,0,0,0,375,25,-29.68077,153.3307,0,0,0
90,OEH093,Hatchcover,Clarence Valley,,,0,0,0,1,0,0,0,150,15,-29.68308,153.33014,0,0,0
91,OEH092,Sandon / Illaroo,Clarence Valley,,,0,0,0,1,0,0,0,9200,130,-29.72084,153.30207,1,0,1
92,OEH094,Illaroo South ,Clarence Valley,,,0,0,0,1,0,0,0,200,40,-29.76035,153.29462,1,0,0
93,OEH095,Rocky Point,Clarence Valley,,,0,0,0,1,0,0,0,250,30,-29.76284,153.29609,0,0,0
94,OEH097,Minnie Water Main,Clarence Valley,35861.80283,A,1,0,1,0,0,0,0,1400,100,-29.769133,153.295386,1,0,1
95,OEH098,Pipers Hill / Boat Harbour,Clarence Valley,,,0,0,0,0,0,0,1,125,40,-29.77638,153.30159,0,0,0
96,OEH099,Tree Point 1,Clarence Valley,,,0,0,0,0,1,0,0,50,15,-29.779069,153.301872,0,0,0
97,OEH100,Tree Point 2,Clarence Valley,,,0,0,0,0,1,0,0,150,35,-29.78071,153.29939,0,0,0
98,,Tree Point 3,Clarence Valley,,,0,0,0,0,1,0,0,100,30,-29.78219,153.29826,0,0,0
99,OEH102,Minnie Water Back ,Clarence Valley,,,0,0,0,1,0,0,0,2900,100,-29.79471,153.28948,0,0,0
100,OEH103,Diggers Camp Nth / Where Ever  ,Clarence Valley,,,0,0,0,1,0,0,0,300,80,-29.80973,153.28837,0,0,0
101,OEH104,Diggers Camp,Clarence Valley,,,0,0,0,0,0,1,0,500,70,-29.81395,153.28951,1,0,1
102,OEH105,Stony ,Clarence Valley,,,0,0,0,1,0,0,0,150,30,-29.81966,153.29146,0,0,1
103,OEH106,Wilsons / Bare ,Clarence Valley,,,0,0,0,1,0,0,0,200,25,-29.82672,153.29067,1,0,1
104,OEH107,Wooli,Clarence Valley,26360.00834,B,1,0,1,0,0,0,0,6600,90,-29.86061,153.26865,0,1,1
105,OEH108,Jones,Clarence Valley,,,0,0,0,1,0,0,0,750,140,-29.89132,153.27069,0,0,0
106,OEH109,Barcoongere Rocks North,Clarence Valley,,,0,0,0,1,0,0,0,100,30,-29.90788,153.27237,0,0,0
107,OEH110,Barcoongere Rocks South,Clarence Valley,,,0,0,0,1,0,0,0,300,50,-29.91422,153.27206,0,0,0
108,OEH111,Freshwater ,Clarence Valley,,,0,0,0,1,0,0,0,2700,40,-29.92421,153.26576,0,0,0
109,OEH112,Pebbly  (Coffs Harbour,Coffs Harbour,,,0,0,0,1,0,0,0,900,50,-29.94427,153.25757,1,0,0
110,OEH113,Station Creek,Coffs Harbour,,,0,0,0,1,0,0,0,4300,150,-29.9652,153.24495,0,0,0
111,OEH114,Little  (Coffs Harbour),Coffs Harbour,,,0,0,0,0,0,1,0,200,50,-29.98124,153.23292,0,1,1
112,OEH115,Red Rock,Coffs Harbour,23313.77759,B,1,0,0,0,0,1,0,5200,60,-29.98262,153.230331,1,1,1
113,OEH116,Corindi North,Coffs Harbour,,,0,0,0,0,0,1,0,350,50,-30.035126,153.197651,1,1,1
114,OEH117,Corindi,Coffs Harbour,,,1,0,0,0,0,1,0,3200,130,-30.046142,153.195133,1,1,1
115,OEH119,Arrawarra Beach,Coffs Harbour,,,0,0,0,0,0,1,0,750,60,-30.0593,153.19991,1,1,1
116,OEH120,Oceanview,Coffs Harbour,,,0,0,0,0,0,1,0,900,100,-30.06334,153.20261,1,1,1
117,OEH121,Mullaway,Coffs Harbour,,,0,0,0,0,0,1,0,700,150,-30.07243,153.20357,1,1,1
118,OEH122,Cabins/South Mullaway,Coffs Harbour,,,0,0,0,0,0,1,0,650,60,-30.08018,153.20218,1,1,1
119,OEH123,Mullaway Head,Coffs Harbour,,,0,0,0,0,0,1,0,50,60,-30.08388,153.20162,0,0,0
120,OEH124,Safety  (Darkhum),Coffs Harbour,,,0,0,0,0,0,1,0,1200,150,-30.0895,153.2003,1,1,1
121,OEH125,Woolgoolga ,Coffs Harbour,202519.0398,B,1,0,1,0,0,0,0,1700,100,-30.110018,153.203535,1,1,1
122,OEH126,Woolgoolga Back ,Coffs Harbour,,,0,0,0,0,0,1,0,1800,120,-30.12014,153.20548,0,0,0
123,OEH127,Hearnes Lake,Coffs Harbour,,,0,0,0,0,0,1,0,2100,140,-30.13806,153.20022,0,0,0
124,OEH128,Sandy,Coffs Harbour,,,0,0,0,0,0,1,0,1200,140,-30.15139,153.20061,1,0,1
125,OEH129,Fiddamans,Coffs Harbour,,,0,0,0,0,0,1,0,1200,110,-30.16048,153.19709,0,0,0
126,OEH131,Emerald,Coffs Harbour,,,1,0,0,0,0,1,0,800,100,-30.170817,153.188935,1,0,1
127,OEH130,Shelly,Coffs Harbour,,,0,0,0,0,1,0,0,625,30,-30.17526,153.18953,1,1,1
128,OEH133,Moonee,Coffs Harbour,,,0,0,0,0,0,1,0,4600,140,-30.19248,153.17124,1,0,1
129,OEH134,Sapphire,Coffs Harbour,,,0,0,0,0,0,1,0,2375,60,-30.231107,153.152871,1,0,1
130,OEH135,Riecks Point,Coffs Harbour,,,0,0,0,0,1,0,0,400,100,-30.23617,153.15349,0,0,0
131,OEH136,Pelican / Nautilus ,Coffs Harbour,,,0,0,0,0,1,0,0,750,60,-30.24167,153.14889,0,0,0
132,OEH137,Campbells,Coffs Harbour,,,0,0,0,0,1,0,0,800,60,-30.24654,153.14545,0,0,1
133,OEH138,Hills North ,Coffs Harbour,,,0,0,0,0,1,0,0,150,100,-30.25034,153.14301,0,0,0
134,OEH139,Hills/Opal Cove,Coffs Harbour,,,0,0,0,0,1,0,0,600,80,-30.25425,153.14116,1,0,1
135,OEH140,Korora,Coffs Harbour,,,0,0,0,0,0,1,0,650,70,-30.25998,153.13939,1,0,1
136,OEH141,Charlesworth Bay,Coffs Harbour,,,0,0,0,0,0,1,0,500,40,-30.26726,153.14004,1,0,1
137,OEH142,Diggers North,Coffs Harbour,,,0,0,0,0,0,1,0,300,90,-30.27012,153.14426,0,0,0
138,,Diggers South / Little Diggesr,Coffs Harbour,,,1,0,0,0,0,1,0,825,100,-30.274686,153.142401,0,0,0
139,OEH144,Macauleys Headland,Coffs Harbour,,,0,0,0,0,0,1,0,50,30,-30.27787,153.14626,0,0,0
140,OEH145,Park  North,Coffs Harbour,,,1,0,1,0,0,0,0,1500,60,-30.294532,153.139264,1,1,1
141,OEH146,Park  South / North Wall,Coffs Harbour,,,0,0,1,0,0,0,0,600,120,-30.2985,153.13992,1,1,1
142,OEH147,Jetty ,Coffs Harbour,,,0,0,0,0,0,0,1,1400,100,-30.306,153.14039,1,0,1
143,OEH149,Gallows,Coffs Harbour,,,0,0,0,0,0,1,0,150,20,-30.31237,153.14241,0,0,0
144,OEH150,Boambee,Coffs Harbour,,,0,0,0,0,0,1,0,5700,140,-30.33236,153.1206,0,0,0
145,OEH151,Murrays/Sawtell,Coffs Harbour,396903.8133,B,1,0,1,0,0,0,0,2080,140,-30.368211,153.102145,1,1,1
146,OEH148,Bonville / Bongil / Bundagen,Coffs Harbour,,,0,0,0,1,0,0,0,6800,140,-30.39945,153.08144,0,0,0
147,OEH153,North,Bellingen,32681.68314,B,1,0,1,0,0,0,0,8750,90,-30.46740191,153.0446726,1,0,1
148,OEH152,Hungry Head North,Bellingen,,,0,0,0,0,1,0,0,2500,100,-30.5115,153.02952,0,0,0
149,OEH154,Hungry Head,Bellingen,30152.99317,A,1,0,1,0,0,0,0,2000,90,-30.522122,153.027111,1,1,1
150,OEH155,Schnapper,Bellingen,,,0,0,0,0,1,0,0,1000,80,-30.5426,153.02603,0,0,0
151,OEH156,Wenonah Head / Valla,Bellingen,,,0,0,0,0,0,1,0,5200,80,-30.56882,153.01585,0,0,0
152,OEH157,Valla Head / Walla ,Nambucca Valley,48645.0745,B,1,0,0,0,0,1,0,425,40,-30.5937,153.01381,0,0,0
153,OEH158,South Valla,Nambucca Valley,,,0,0,0,0,0,1,0,650,150,-30.59779,153.0128,1,0,0
154,,Hyland,Nambucca Valley,,,0,0,0,0,1,0,0,3000,80,-30.61502,153.01051,0,0,0
155,OEH159,Nambucca North,Nambucca Valley,,,0,0,0,0,0,1,0,800,90,-30.63086,153.0134,0,0,0
156,OEH160,Nambucca Main,Nambucca Valley,26845.02477,A,1,0,1,0,0,0,0,600,60,-30.638746,153.015263,1,1,0
157,OEH161,Beilbys,Nambucca Valley,,,0,0,0,0,1,0,0,300,70,-30.64006,153.01694,0,0,0
158,OEH162,Shelly,Nambucca Valley,,,0,0,1,0,0,0,0,535,50,-30.64622,153.01835,1,1,1
159,OEH163,V Wall,Nambucca Valley,,,0,0,0,0,0,0,1,20,20,-30.64708,153.01121,0,0,0
160,OEH164,Entrance / Wellington,Nambucca Valley,,,0,0,0,0,0,1,0,200,100,-30.64874,153.01821,1,0,0
161,OEH166,Forster - Scotts Head,Nambucca Valley,136622.8234,B,1,0,1,0,0,0,0,11250,150,-30.744774,152.997255,1,0,1
162,OEH167,Little,Nambucca Valley,,,0,0,0,0,0,1,0,150,100,-30.7461,152.99827,1,1,1
163,OEH168,Scotts Head  / Wakki,Nambucca Valley,69587.86379,C,1,0,0,0,0,1,0,150,30,-30.75102,152.99978,0,0,0
164,OEH169,Middle Head ,Kempsey,,,0,0,0,0,1,0,0,2200,70,-30.7727,152.99688,0,0,0
165,OEH170,Grassy Head ,Kempsey,90949.48864,B,1,0,1,0,0,0,0,1975,90,-30.78651,152.99693,1,0,0
166,OEH171,Stuarts Point ,Kempsey,,,0,0,0,0,0,1,0,9000,90,-30.83748,153.00466,1,1,1
167,OEH172,Back ,Kempsey,,,0,0,0,0,0,1,0,1625,70,-30.87877,153.03294,0,0,0
168,OEH173,Trial Bay Goal,Kempsey,,,0,0,1,0,0,0,0,1850,20,-30.879042,153.069974,0,0,0
169,OEH174,Horseshoe Bay,Kempsey,227071.1985,B,1,0,1,0,0,0,0,150,50,-30.88302,153.04008,1,1,1
170,OEH175,Front  (South West Rocks),Kempsey,68553.36018,A,1,0,1,0,0,0,0,1850,120,-30.883764,153.042098,1,0,1
171,OEH176,Little Bay,Kempsey,,,0,0,0,0,1,0,0,200,60,-30.88808,153.07623,0,0,1
172,OEH165,Gap ,Kempsey,,,0,0,0,0,0,1,0,900,140,-30.9031,153.08114,0,0,1
173,OEH177,Cobble ,Kempsey,,,0,0,0,0,1,0,0,40,50,-30.90891,153.08408,0,0,0
174,OEH179,North Smoky 1,Kempsey,,,0,0,0,0,0,1,0,100,50,-30.91331,153.08673,0,0,0
175,OEH181,North Smoky 2,Kempsey,,,0,0,0,0,0,1,0,150,100,-30.91533,153.08598,0,0,0
176,OEH182,North Smoky 3,Kempsey,,,0,0,0,0,0,1,0,350,100,-30.91766,153.08578,1,0,1
177,OEH183,South Smoky 1,Kempsey,,,0,0,0,0,0,1,0,2500,200,-30.9575,153.05667,1,0,1
178,OEH186,South Smoky 2,Kempsey,,,0,0,0,1,0,0,0,10,200,-31.00944,153.03778,0,0,1
179,OEH184,Hat Head,Kempsey,81712.21915,A,1,0,0,0,0,1,0,2000,90,-31.054562,153.052442,1,1,1
180,OEH185,Gap ,Kempsey,,,0,0,0,0,0,1,0,200,40,-31.0595,153.05945,0,0,1
