Beach_FID,alpha_2
1,-6.417323743365473
2,-5.894800629624882
3,-6.033028491543175
4,-6.563247296018013
5,-6.812675714590211
6,-5.512899814814349
7,-5.640957136418146
8,-5.233929922472374
9,-4.921946037107248
10,-6.203473641643022
11,-5.697018305610613
12,-5.598375394490262
13,-5.066926218536411
14,-6.3313693229321535
15,-7.507605240053463
16,-5.969165017510057
17,-7.022381751321994
18,-6.425632997652399
19,-6.560958410076119
20,-7.0794951698899355
21,-6.331889631581115
22,-6.059938965527534
23,-6.3900780028875825
24,-5.472585062867565
25,-5.44576163494416
26,-7.191695166894222
27,-5.601351550182988
28,-4.787412539368734
29,-4.869034204049045
30,-5.450740635656679
31,-5.89224560043683
32,-5.0093277330727926
33,-5.075245024414355
34,-6.984429360829384
35,-6.9918277824002555
36,-7.379840917511416
37,-5.9955668411334475
38,-6.195188463735696
39,-6.428285446945843
40,-6.120473067384595
41,-5.900352562085092
42,-6.209572939293887
43,-5.969393867866326
44,-5.735606156601576
45,-5.556938431652712
46,-5.674782027845451
47,-6.03869976882265
48,-7.819562318540045
49,-7.187348529102425
50,-6.592824387888672
51,-6.659479899211869
52,-6.963506681068595
53,-7.512073789838188
54,-7.227189752362375
55,-7.01442713049384
56,-6.6060193351853895
57,-5.949176269159056
58,-6.319300327629967
59,-6.396425413761742
60,-6.049809281787653
61,-7.181261961151241
62,-7.114259380420504
63,-6.572169045746794
64,-6.626232300232059
65,-6.239531228231506
66,-4.916963932495154
67,-6.780034806267203
68,-5.373715381379607
69,-5.350033200367531
70,-7.239624631298673
71,-5.354659841075431
72,-5.163402986312987
73,-6.28574061024283
74,-4.976738237206576
75,-5.985344579941878
76,-5.679845486191982
77,-3.671102046871279
78,-4.129719615976402
79,-6.087923928349493
80,-5.213223357458581
81,-5.860015368456584
82,-5.689299741808726
83,-6.8061217909504474
84,-5.8124622033801145
85,-6.0526315810861195
86,-6.721327670923108
87,-4.96848194410424
88,-5.013013106112558
89,-5.100453585197833
90,-5.0175424192851725
91,-6.8529852394156485
92,-5.221289023403378
93,-4.766212734159242
94,-6.297828470677398
95,-4.85840235301337
96,-3.726656721478117
97,-3.8597866786017203
98,-3.8248974017709423
99,-5.44034515021872
100,-5.086727937895619
101,-5.690415484689123
102,-5.017668803519296
103,-5.409737484653147
104,-6.302510460925179
105,-5.470710649908066
106,-4.724090038608713
107,-4.867265804570963
108,-5.020899852072599
109,-5.1763755243799086
110,-5.697272419066728
111,-5.186648332724486
112,-6.55902491735067
113,-5.642951127674363
114,-6.075141902629642
115,-5.694196675162976
116,-5.960470402928306
117,-6.255929422662931
118,-5.6984943611773495
119,-4.72003112796205
120,-6.306665952299924
121,-4.768501726097396
122,-5.22298648701189
123,-5.358406964063498
124,-5.913846965354086
125,-5.067396151454727
126,-5.29185475742158
127,-4.507851414196755
128,-6.184402929505653
129,-5.428826144237185
130,-3.9297713946905826
131,-3.7086155190871284
132,-3.960615054581936
133,-3.8869452904246735
134,-4.456203365331591
135,-5.303106703866061
136,-5.101735982258125
137,-4.731869594463698
138,-4.512462368234953
139,-4.328951878017762
140,-4.6494220157929504
141,-5.269561943406511
142,-5.574580458074199
143,-4.236743015484037
144,-5.475378565669293
145,-4.316786628609495
146,-5.429941535678536
147,-5.746359550922615
148,-3.912410266083244
149,-6.06161791858464
150,-3.560663601554678
151,-4.864140012634699
152,-4.073778646721825
153,-5.347427461137819
154,-3.722333577498142
155,-4.498333338863427
156,-5.366612650011008
157,-3.418145763576122
158,-4.574696348042053
159,-4.051640067911505
160,-4.910693062909376
161,-4.608866655856207
162,-5.210128008495827
163,-3.532352546181956
164,-3.340242598790859
165,-4.038799293101295
166,-5.766847874655861
167,-3.896050067636737
168,-3.0091781450280983
169,-2.8585133636185596
170,-4.67484824349107
171,-3.03227524301964
172,-4.5252011253882785
173,-2.6946692048496836
174,-3.610485188753234
175,-3.9276607851053225
176,-4.606730650663153
177,-5.412422234123236
178,-4.785754221416902
179,-4.399908546561833
180,-3.717076986811568
181,-3.609892436230994
182,-3.508795623558669
183,-2.9958823403342856
184,-4.7685007016219645
185,-3.824597606690557
186,-2.672792201823124
187,-4.302912766099883
188,-4.412752010502914
189,-4.607538013763382
190,-3.7505989691664303
191,-4.059790440980564
192,-3.399625907989974
193,-3.8787910035542446
194,-4.332540782778666
195,-2.9372886168946777
196,-1.6315975439225134
197,-2.5958720882577215
198,-2.2234212654261603
199,-2.149294741317886
200,-2.936886333214315
201,-3.548674309671434
202,-1.7806132245090396
203,-1.934627012802607
204,-1.965067847968938
205,-1.8505630938916515
206,-4.416158730669118
207,-2.7855603893316423
208,-2.9119081784508283
209,-2.737150439279049
210,-3.1454659808492162
211,-2.670639233808859
212,-2.892953703930396
213,-3.4815943978425095
214,-3.592305762202584
215,-3.7058713666840815
216,-2.075481294618591
217,-1.5664793779129078
218,-4.15482553454746
219,-3.674968563663342
220,-4.453614055744246
221,-3.1378986261526673
222,-4.1482094235815605
223,-4.405313521614124
224,-2.610658473226767
225,-2.553572971766236
226,-3.944973491643833
227,-1.9883996069325538
228,-2.4233628639806857
229,-3.3633035190809317
230,-2.084579882105788
231,-2.7516086067110965
232,-3.0239763702864724
233,-2.855634329388051
234,-1.3532974902223232
235,-2.7673384857948102
236,-2.23205825208767
237,-3.3208140104299306
238,-1.9497588758042734
239,-2.2227874756296777
240,-1.8283213297595058
241,-1.8892187874803004
242,-2.1587677004385344
243,-3.90010221487558
244,-1.7714650101263367
245,-2.1831000292010643
246,-2.5692684580367824
247,-2.009953093763775
248,-2.619387832794127
249,-2.1695064784929308
250,-1.9654361418798934
251,-2.037024024861017
252,-1.840872044389839
253,-1.7158135311180482
254,-1.6740673755098454
255,-2.589261894867732
256,-2.184084607295874
257,-1.2093224781421144
258,-2.5269796320310283
259,-3.144278526116508
260,-4.311020916532509
261,-2.1853358538750918
262,-3.860861557500444
263,0.40689853094216516
264,-1.1613576083143493
265,-1.0037440682042351
266,-0.48423924125085255
267,-0.46045246431407566
268,-0.44538831383457306
269,-0.5247215345438768
270,-0.4534257681951043
271,-0.07925857043285083
272,-0.43963420880336984
273,-0.40518900916164313
274,-1.05333536231386
275,-0.42181496387481104
276,-0.4989564029569551
277,-0.5211798295954205
278,-1.0380524690286999
279,-1.1050982372112144
280,-1.1376845572002316
281,0.31081222606748465
282,-0.9867595532757397
283,-1.5624107190694434
284,-0.35625229073578124
285,0.6395963081247776
286,-0.6372004465482243
287,-0.6608392576700548
288,-0.5294397059566047
289,-0.08712632108733928
290,-1.27224369274745
291,-0.4672605631517848
292,-0.16225371274365352
293,-0.3893088147386118
294,1.6324335409381152
295,-0.13850437104170427
296,0.8246851015079062
297,1.1786686331950633
298,-0.12108977325042049
299,0.8540742580058176
300,0.40898933586717784
301,0.6886779998965333
302,-0.10837371989388753
303,-0.4537726961200055
304,0.6287764680703163
305,-0.41076724155584476
306,0.8217425659252341
307,-1.77862422226586
308,-0.40827170860259826
309,1.2005507632873373
310,-0.12124952764313127
311,-0.3550545676428347
312,0.7154047080087139
313,0.7418432635693731
314,0.8622916928509836
315,-0.3078004490123882
316,-0.11270674746558189
317,0.02545483697769032
318,-0.8737029030237952
319,0.05832674098488488
320,0.12991462396600953
321,0.1399979939516163
322,-0.3131796585755438
323,0.25241401937222574
324,0.2551647028277122
325,-0.21957854790452885
326,-0.21930117103254146
327,-0.9132997141551975
328,-0.07927939722580998
329,0.5699132135571429
330,0.1697892376134477
331,-0.4009951246401414
332,0.08164081915940408
333,0.15090365042075457
334,0.2497623906033512
335,1.2168409128660993
336,-0.7456731370904937
337,0.42449336799156445
338,-1.4246126256219924
339,1.2337210417065068
340,0.4511424729022514
341,0.42301560345626754
342,1.2307053099754994
343,-0.013490764113390293
344,0.4885558212233467
345,0.1778588923571877
346,0.1704969099873361
347,0.150314686517314
348,-0.617943243740765
349,0.9821142310644356
350,-0.4709997465330786
351,0.30940000993886246
352,1.7151328544002693
353,0.7530949861353129
354,1.3003872012868734
355,-0.31087427027345466
356,-0.26031333380061117
357,0.8164352111104923
358,1.7007164540596436
359,0.049704242102087313
360,0.295563075554727
361,0.7672273362674783
362,-0.013738794792445006
363,-0.04683267643917521
364,0.4574106741779783
365,0.680792385576227
366,-0.4552676664515275
367,0.7913781708864978
368,0.7806099920731436
369,0.7426262611453042
370,1.5580588937703612
371,2.6391280696033776
372,1.602237368885528
373,1.6761150509610787
374,1.5219723025495255
375,1.6194185139565302
376,0.059204640633574106
377,1.6600072511850683
378,1.4990365478888608
379,1.5925028694469998
380,1.605819480022067
381,1.5732697515711185
382,1.6253553569180539
383,1.6759416953135036
384,-0.3742918836610765
385,1.6215148947902414
386,1.6690454892908686
387,1.6087859239792415
388,1.6316234566047823
389,0.692955895079547
390,0.30564050356529715
391,0.9199687915472365
392,-0.6459781824032136
393,1.394072045337752
394,0.5212754246022904
395,0.3400523972091812
396,1.0306928694475976
397,0.7672453097149874
398,-0.7186245505790252
399,-0.6911867455811559
400,1.2779334339529498
401,1.1662046324646202
402,1.4040673645588402
403,1.6628790898278851
404,1.1017087512747215
405,1.7849671180087565
406,1.069648025231528
407,0.2504688331084368
408,-0.19242711060025064
409,1.4827121880095722
410,1.5201325269241577
411,1.7575041046547892
412,1.6612788786953865
413,1.7628142846941826
414,4.567083015730196
415,1.7282482430388293
416,1.743453054494388
417,1.2790734292497117
418,1.6589964977486447
419,2.3476802926409994
420,1.7403792615181395
421,1.7118183561204026
422,1.8927262578495874
423,1.652013200168271
424,1.614704284776869
425,1.7816705692679733
426,1.6880743233116728
427,1.786765464857004
428,1.7458941060985258
429,1.914775624132294
430,1.7833844212450982
431,3.5595706786513315
432,2.4765625759223333
433,1.9662114240232873
434,3.7241256866892067
435,1.9438849723293967
436,2.0737868516559255
437,1.9441723824765813
438,2.062543578486499
439,1.9583439427844214
440,1.9836454862426158
441,1.9830439651841572
442,3.970091633819716
443,1.9264190522117468
444,2.1132356963725982
445,1.9500888446207016
446,2.0286555006597653
447,1.9523122295481303
448,2.0692760421021585
449,2.084156076839712
450,1.416603043351849
451,2.0756925477949504
452,1.8887473061406748
453,2.014672872144411
454,1.8864438133789208
455,2.1594221582783324
456,1.4041588146462916
457,1.8342944481601822
458,2.0951624704921454
459,2.156964406569023
460,2.216051268060893
461,2.3492826058737104
462,2.167409845393408
463,2.225654048927397
464,2.2014770979326563
465,2.2533287736310217
466,2.8661107660597054
467,4.832145593656032
468,1.3597847889268633
469,1.805858982634276
470,2.3805357410026864
471,1.5287144877065089
472,2.7289858007334913
473,1.112755306909682
474,2.7702960344183367
475,1.0203578874234451
476,0.3839700956190072
477,1.1590197661674027
478,2.7467285940245216
479,0.4740092744903053
480,0.9085712335085858
481,1.3271654593524727
482,1.336933202462288
483,1.3225378297114312
484,1.455735795461562
485,1.481988955747914
486,1.0215946275842138
487,0.8407726431540533
488,1.4165797434832086
489,0.6501281689239188
490,1.0274946424227247
491,1.3641546244024023
492,1.3160557919946145
493,0.9163742776975391
494,1.3403735045159522
495,1.0413833630726794
496,1.1477197417675034
497,1.370951554204292
498,1.3751773804342504
499,1.4247039192738677
500,0.8739570333735855
501,1.240723060379658
502,2.8145341758467506
503,2.2218212328538147
504,2.730584772098963
505,2.623050656566443
506,1.270835889957289
507,1.3623305185704344
508,0.3813696641077154
509,1.3734395239329904
510,1.3572326653149098
511,0.7046321945043098
512,1.0862311879804727
513,1.2203240670671784
514,1.457644520827465
515,1.3795477168492143
516,1.252902492515495
517,1.0843512775103932
518,1.2897922791430276
519,0.033280394287629515
520,0.07367356409333457
521,0.966807915753551
522,0.43366149785042907
523,0.6925425797945474
524,1.0524172496403905
525,0.8682880450136709
526,0.9880567754849293
527,1.0053450893312537
528,-0.3327448197476115
529,1.8898843288015306
530,-0.5796566107066392
531,1.818792256660417
532,-0.5705323213511377
533,0.2845205988340305
534,-0.9410751556483952
535,0.7562757922154592
536,1.8354015191272557
537,0.5209746787329407
538,0.590437644390043
539,0.23115446913033863
540,0.38851488035332155
541,0.26859576863215534
542,0.3934873394317986
543,-0.7060940699365846
544,-0.2113723784672117
545,1.4860821253025112
546,-0.19556622340402335
547,0.1637127875750699
548,-0.9857106453606974
549,-0.38965605814886795
550,-0.1111086685268287
551,0.7858817195779074
552,0.14382433057288627
553,-0.2447560511496803
554,0.6942707547128503
555,0.8634006949116609
556,0.871467487594203
557,0.6565177672324141
558,-0.20173222958584
559,0.31644049140445796
560,-1.7571388699142283
561,1.056746829222789
562,-0.14778436827703773
563,1.1726550801713864
564,0.4421550927253951
565,-0.6156870647339502
566,1.0079797298616167
567,0.6207214721406921
568,0.3328483034864759
569,0.5952253943970216
570,0.46564409766329523
571,1.8011126371973083
572,-0.02254247562581912
573,-1.5193351750633006
574,0.669842776599199
575,0.4571915918106605
576,0.24555483810155207
577,0.48809518998802104
578,0.45124732611252893
579,0.39528588808792403
580,1.6242837058820532
581,-0.34336609093277853
582,0.6376800200078292
583,0.47348803360386177
584,-0.38659069895106757
585,-1.0744818306731432
586,-0.5265992582785868
587,-1.7167374194532314
588,-0.6036722183250827
589,0.6417959525783001
590,-1.5215271392091234
591,-1.745654199300859
592,-0.5309664469528866
593,-0.14766571949634388
594,-0.7941627411123403
595,-0.19804960488002454
596,1.224697181215652
597,1.2284614825802602
598,-0.7211196889859759
599,0.1633966145359508
600,-1.354052485988916
601,0.261353218835124
602,-0.5420461266798866
603,-0.14389391218107614
604,0.5596920242475201
605,-0.44001387277320997
606,-0.19688584288474223
607,-0.2991608997277193
608,-0.7893323849075439
609,0.21694165344281466
610,0.29763227435500933
611,0.10207206880833454
612,0.5993342728607759
613,0.6029577233988669
614,-0.8210650055288238
615,0.4305353047066893
616,0.48309155552051214
617,-0.5478264964159593
618,-0.8631433048184366
619,0.013039638652228278
620,-0.010721924046937819
621,1.3100666362865936
622,0.48593620133781
623,0.23858094004807354
624,0.17100451615915724
625,0.2500373476145475
626,0.26528140404222966
627,0.21133535381326654
628,0.2009621028098938
629,0.01959919920843921
630,-0.2752600890530082
631,0.03458551618697134
632,0.2194362045689535
633,0.09516475396544932
634,0.2768845776854762
635,0.30761719179508595
636,0.30633748073437495
637,0.2786963029545217
638,1.2457624207900209
639,0.9135188160179956
640,0.27104063078866764
641,-1.3853028506242722
642,0.1891439618433873
643,1.1863510498190517
644,-0.6041079203968298
645,-0.4063164011481086
646,0.012117118265754661
647,0.9378347279378745
648,-0.27126261742255064
649,-0.34011258868321065
650,0.6496091942756901
651,1.1961883889848859
652,-0.976658769919374
653,-0.8719222493181399
654,-0.3741355786979679
655,-0.7046532403157724
656,-0.39281455617381256
657,-0.20311023256598015
658,0.16756659032298055
659,1.5533706560218745
660,0.5383319486459449
661,-0.26753260791130906
662,0.06249140806422702
663,0.04882918953335642
664,0.026683533326270485
665,-0.7545881745203475
666,-0.010648284086909874
667,0.016379287004446748
668,0.07222759061415349
669,-0.9333663844016789
670,-0.15940574889646789
671,-0.22208518880734793
672,-1.205083017641044
673,-1.0353458075843136
674,-1.5137659166197424
675,-1.2160664890643662
676,-0.2703183799182628
677,-0.33737694972677273
678,-0.6443907715542609
679,-0.45347186790187644
680,-0.0158794940633326
681,-0.5319130498346298
682,-0.7973008918352619
683,-0.8138412277979226
684,-0.27703960433662383
685,-0.37394677753749855
686,-0.11925165920581833
687,-0.19404300168471791
688,-0.53184763277971
689,-0.2602202909121775
690,-0.667972653208365
691,-1.3666024493243314
692,-0.023142041062451116
693,-0.5504451549814638
694,-0.4304570703285267
695,-0.12686941349428357
696,-0.24286930042084223
697,-0.007983133564152176
698,-0.33213387220207097
699,-0.1087521608038242
700,-0.25192792676607295
701,-0.0865461588311053
702,-0.23340555303126853
703,-0.17475616783912826
704,-0.22441462959572506
705,-1.355725913156708
706,-1.0987868012737438
707,-0.46285638939635415
708,-0.8783933008694049
709,-1.7862922634973928
710,-1.1535963115868066
711,-0.7633768414463804
712,-0.5078310120833651
713,-0.4171570692945165
714,-0.49309844960599963
715,-0.3529262917179239
716,-1.1501400711703769
717,-0.677618901053913
718,-0.8145503405716837
719,-1.5737204392182624
720,-0.5471400146336539
721,-0.4159116673051456
722,-0.8273256286762258
723,-0.44250847164128015
724,-0.6965716107440305
725,-0.48197359929657
726,-0.8840617993903865
727,-0.421185390752495
728,-0.43947402948270164
729,-0.814649569298071
730,-1.8382302109675535
731,-1.3575085674321623
732,-0.5835582690489222
733,-1.7640979369763863
734,-1.5201087126332942
735,-1.448591461793539
736,-0.5650631587668616
737,-1.3848433976420442
738,-1.2431467815221902
739,-0.5904859604162161
740,-1.5761908667826312
741,-0.5434724358888895
742,-0.7578969326349838
743,-0.5736678814174256
744,-0.8142496281860286
745,-0.5600621108389975
746,-0.6245629337950481
747,-1.2881123247151343
748,-0.5759761174942136
749,-0.8385883176332646
750,-1.016115025281348
751,-0.596302413012006
752,-0.5773204832228631
753,-1.534255238265266
754,0.29378439357151787
755,-1.6376492971556926
756,-0.8798317698178045
757,-1.1321488292732176
758,-1.1514646388004062
759,-1.5050742151376566
760,-0.7611213020261833
761,-0.7818492842412201
762,-0.7773199710686055
763,-0.7205818541943898
764,-3.807111010310061
765,-1.2913134952463983
766,-0.47885432166216374
767,-0.653471000719897
768,-0.7750619524430128
769,-0.9187176238979307
770,-0.9148783234718227
771,-1.383798217766018
772,-0.8766055456425931
773,-0.9435163842426726
774,-0.9629309488423332
775,-0.9023395869862794
776,-0.8249874747124707
777,-1.047431028603748
778,-2.0114766436924896
779,-0.6206532035686263
780,-1.1381678762960112
781,-0.5639697003572385
782,-0.24858484631207842
783,-0.5487131321924185
784,-1.1709197870754442
785,-1.084862836795761
786,-0.7611541467226374
787,-1.6913122679437775
788,-0.8948510009433098
789,-1.359661806393202
790,-0.9211267496675848
791,-0.6373730229819915
792,-1.0368464045146155
793,-0.9366884846806229
794,-1.1313679992696213
795,-0.7969226080034494
796,-1.4106374090302376
797,-2.2413105886139397
798,-1.5624619350178293
799,-0.32308292474321365
800,-3.3771441298788503
801,-0.8241740757986751
802,-0.6583517439733505
803,-1.0897785274550535
804,-1.0816010288905387
805,-0.9302125087104545
806,-0.7370453314402791
807,-0.7927079991240767
808,-0.8937047128809801
809,-1.0085717457801524
810,-0.933780969719502
811,-0.8387285104279294
812,-0.7933410065580062
813,-0.7587704023990643
814,-0.703743463533905
815,-0.7050477349484545
816,-0.8219750546548598
817,-0.9617932081281846
818,-0.6500380740708532
819,-1.05492019156689
820,-1.1960866085618074
821,-0.7059465809117846
822,-0.6733491784292236
823,-0.4472253345316057
824,-0.011094616299008398
825,-0.14003517885926545
826,0.1715955396373306
827,-0.6335025128686775
828,-0.6385684471095315
829,-0.9534895819245143
830,0.23868235215747177
831,0.13291891488324756
832,0.26022951504616326
833,0.23391349657970256
834,0.23278020840183183
835,0.03137688999760341
836,-1.469111397391047
837,-0.11143515103171985
838,0.1390168280496908
839,0.0033363997509966116
840,0.008139755525873111
841,-0.21736687940833932
842,-0.8074449400737282
843,-0.9868552114168984
844,-0.8909718836925816
845,-1.0445466007275659
846,-0.7302968768773083
847,-0.7937319961477238
848,-0.7936970271051718
849,-0.8671316043978955
850,-0.8951749979426605
851,-0.7288538925306051
852,0.11982446348433752
853,0.19317795204442265
854,-0.9430676029117544
855,-1.1085527385404017
856,-0.9564359823481191
857,-1.0510203006054095
858,-1.0848815543415806
859,-1.1196918563601659
860,-0.8893779432513195
861,-0.8857544927132268
862,-0.9618312715574153
863,-1.4907080499611585
864,-1.5306912912679551
865,-0.8758801980800127
866,-0.8356440480599611
867,-0.8720821316672188
868,-1.991224318683601
869,-1.5997190174118034
870,-1.9408682712784082
871,-0.05132542950082695
872,-1.5744767874646386
873,-0.7462446082354911
874,-0.7018399954567113
875,0.45611146652849366
876,-0.9914759922137664
877,-1.6409631851465645
878,-0.13181602492702685
879,-0.9320218189452754
880,-0.8978666041009161
881,-1.3482363171977196
882,-1.133458994988799
883,-1.2142678610738675
884,-0.7155594546284294
885,-1.0645521053118292
886,-0.6850945876605887
887,-0.6437579536751422
888,-0.681798240016797
889,-0.5983857184355111
890,-0.6924991799078187
891,-0.8006716369891349
892,-0.7397419256654157
893,-1.1382977282813005
894,-0.8086239761784576
895,-0.771052570737773
896,-0.8461800157436247
897,-0.6957151409003378
898,-1.7484260895104982
899,-0.7958772381305318
900,-0.7233834925148837
901,-0.34406865547844767
902,-0.4083520130842377
903,-0.41197546362233234
904,-0.4121886577701293
905,-0.8082895029979331
906,-0.46009648151216836
907,0.4629168367809582
908,0.4618574792966447
909,-0.7054677302731749
910,-0.4561462783928253
911,-0.38385329693902265
912,-0.3149830018614676
913,-0.37651713886026555
914,-0.4172809574138007
915,-0.5522768994296997
916,-0.9493616557792285
917,-1.1273000613396926
918,-0.3884249133805926
919,-0.2524960484945269
920,-0.39748353972582107
921,-0.7707731497107186
922,-0.7282566065490683
923,-0.42504414956502434
924,-0.3787470247708557
925,-0.5024194614250013
926,-0.3029780316613332
