Topic,Word
49,"['say' 'state' 'future' 'community' 'year' 'government' 'manufacture'
 'manufacturing' 'local' 'innovation' 'centre' 'see' 'industry' 'city'
 'tonsley' 'building' 'great' 'move' 'want' 'plan' 'process' 'opportunity'
 'bring' 'project' 'business' 'new' 'credit' 'hill' 'announce' 'site'
 'inaugural' 'open' 'build' 'development' 'facility' 'precinct' 'effort'
 'part' 'strength' 'progress' 'work' 'automotive' 'council' 'space'
 'national' 'close' 'early' 'technology' 'area' 'use' 'population'
 'international' 'lead' 'look' 'first' 'potential' 'design' 'purpose'
 'operation' 'idea' 'south' 'make' 'focus' 'achieve' 'innovative'
 'however' 'service' 'engineering' 'access' 'become' 'pretty' 'art'
 'recognise' 'begin' 'welcome' 'show' 'provide' 'resident' 'speed'
 'research' 'inspire' 'initiative' 'impact' 'target' 'think'
 'construction' 'exist' 'market' 'pod' 'carbon_neutral' 'modern' 'operate'
 'real' 'understand' 'even' 'last' 'strategic' 'value' 'organisation' 'do']"
50,"['say' 'technology' 'world' 'company' 'industry' 'wine' 'tech'
 'australian' 'partner' 'big' 'make' 'research' 'defence' 'program'
 'system' 'project' 'lead' 'people' 'show' 'well' 'help' 'work' 'first'
 'new' 'global' 'also' 'exciting' 'expensive' 'deliver' 'get' 'develop'
 'use' 'huge' 'create' 'come' 'hub' 'real' 'activity' 'job' 'state' 'time'
 'engineer' 'team' 'boulder' 'set' 'bring' 'fund' 'track' 'ability'
 'bright' 'film' 'aim' 'star' 'local' 'development' 'year' 'see'
 'satellite' 'opportunity' 'robotic' 'stream' 'radio' 'datum' 'complete'
 'good' 'leader' 'evolve' 'interview' 'part' 'hot' 'week' 'pull' 'digital'
 'co' 'presence' 'tv' 'line' 'love' 'base' 'provide' 'influencer'
 'expertise' 'lab' 'thing' 'often' 'vision' 'month'
 'southstart_conference' 'space' 'accord' 'move' 'adelaide'
 'international' 'ai' 'include' 'explore' 'public' 'product' 'group'
 'brand']"
51,"['coffee' 'course' 'road' 'port' 'head' 'anxiety' 'misconduct' 'license'
 'avenue' 'breaker' 'observation' 'fletcher' 'photo' 'foul' 'house' 'cat'
 'brent' 'use' 'staff' 'jim_whalley' 'key' 'resident' 'rejection'
 'notification' 'church' 'ray' 'video' 'grandparent' 'unharmed' 'kneee'
 'matchesround' 'damian' 'hird' 'quartet' 'grgic' 'disappoint' 'three'
 'bench' 'ironically' 'ease' 'communication' 'qualifying_final' 'channel'
 'news' 'colleague' 'table' 'chat' 'highlight' 'live' 'stress'
 'capital_raise' 'ping' 'message' 'pong' 'achievement' 'newsletter' 'lean'
 'expert' 'nationally' 'app' 'meanwhile' 'believe' 'form' 'easy'
 'expansion' 'direct' 'ongoing' 'help' 'family' 'spend' 'welfare' 'player'
 'residential' 'hub' 'become' 'strongly' 'time' 'careapp' 'get' 'say'
 'lot_fourteen' 'process' 'future' 'stone_chalk' 'well' 'attempt' 'member'
 'last' 'mentor' 'run' 'go' 'year' 'also' 'move' 'idea' 'event' 'first'
 'opportunity' 'ecosystem' 'point']"
52,"['season' 'player' 'get' 'coach' 'game' 'warrior' 'team' 'go' 'club' 'say'
 'make' 'play' 'year' 'good' 'last' 'return' 'need' 'win' 'ball' 'round'
 'point' 'well' 'guy' 'import' 'also' 'new' 'expect' 'league' 'try' 'open'
 'bite' 'come' 'look' 'side' 'big' 'week' 'change' 'tough' 'back' 'port'
 'old' 'hawk' 'tonight' 'tiger' 'kick' 'guard' 'former' 'bulldog' 'help'
 'in' 'see' 'illawarra' 'step' 'end' 'nbl' 'championship' 'lose' 'place'
 'final' 'debut' 'defend' 'junior' 'far' 'part' 'career' 'move' 'want'
 'really' 'start' 'line' 'injury' 'defensive' 'adelaide' 'ahead' 'key'
 'bring' 'watch' 'early' 'record' 'chance' 'title' 'time' 'still' 'saint'
 'challenge' 'favourite' 'loss' 'defence' 'sign' 'recruit' 'mistake'
 'champion' 'juggle' 'young' 'ability' 'little_bit' 'man' 'close' 'always'
 'develop']"
53,"['per_cent' 'say' 'business' 'energy' 'tenant' 'property' 'building'
 'office' 'commercial' 'city' 'save' 'year' 'build' 'program' 'work' 'co'
 'reduce' 'take' 'national' 'entity' 'large' 'deliver' 'star' 'state'
 'environment' 'centre' 'improve' 'today' 'lead' 'new' 'emission' 'join'
 'road' 'become' 'global' 'area' 'represent' 'change' 'action' 'rate'
 'contribution' 'commit' 'see' 'space' 'system' 'rating' 'cost'
 'australian' 'also' 'tenancy' 'tonne' 'total' 'increase' 'part'
 'greenhouse' 'hospital' 'carbon' 'equivalent' 'environmental' 'survey'
 'construction' 'efficiency' 'service' 'already' 'water' 'big' 'people'
 'department' 'make' 'aim' 'include' 'art' 'design' 'technology' 'switch'
 'move' 'initiative' 'interest' 'cultural' 'help' 'group' 'breakfast'
 'sustainability' 'consumption' 'encourage' 'climate_change' 'achieve'
 'cheek' 'green' 'international' 'estimate' 'car' 'serve' 'need'
 'lot_fourteen' 'private' 'way' 'fact' 'government' 'open']"
54,"['say' 'centre' 'resident' 'pod' 'regional' 'trial' 'village' 'future'
 'service' 'mobility' 'elliot_gardens' 'autonomous' 'technology' 'design'
 'provide' 'welcome' 'community' 'valuable' 'first' 'attend' 'hope'
 'contribute' 'global' 'manager' 'almost' 'experience' 'modern_agee'
 'development' 'project' 'innovative' 'participate' 'improve' 'meet'
 'officially' 'accept' 'app' 'able' 'encourage' 'function'
 'retirement_village' 'south' 'performance' 'co' 'director' 'enable'
 'address' 'input' 'session' 'connect' 'support' 'amazing' 'incredibly'
 'program' 'chance' 'network' 'government' 'enjoy' 'celebration'
 'opportunity' 'vision' 'deliver' 'life' 'part' 'share' 'real' 'user'
 'position' 'type' 'result' 'need' 'present' 'successful' 'australian'
 'want' 'range' 'stimulate' 'idea' 'presentation' 'close' 'final'
 'research' 'association' 'friendly' 'week' 'company' 'aim' 'region'
 'fund' 'goodbye' 'thank' 'conduct' 'autonomous_vehicle' 'proud' 'embrace'
 'neilson' 'hovercraft' 'roger_van_der_lee' 'super' 'aurrigo_pod'
 'technical_development']"
55,"['call' 'age' 'life' 'say' 'make' 'year' 'old' 'people' 'long' 'live' 'go'
 'give' 'think' 'also' 'course' 'take' 'mean' 'story' 'world' 'syndrome'
 'include' 'radio' 'conley' 'midlife' 'modern_eld' 'society' 'first'
 'many' 'prank' 'idea' 'well' 'future' 'engage' 'modern_elder'
 'environmentally' 'distress' 'question' 'lad' 'way' 'need' 'wisdom'
 'nurse' 'young' 'era' 'cause' 'fit' 'other' 'positive' 'grace' 'open'
 'inspiration' 'generation' 'leave' 'indigenous' 'work' 'school' 'help'
 'australian' 'legacy' 'career' 'find' 'know' 'death' 'longevity' 'wise'
 'last' 'seem' 'poet' 'blame' 'want' 'sticky' 'quarter' 'energy' 'member'
 'american' 'industry' 'good' 'describe' 'transition' 'writer' 'even'
 'family' 'curious' 'consequence' 'sense' 'victim' 'chip' 'turn' 'mea'
 'spirit' 'cohort' 'mid' 'focus' 'candle' 'peninsula' 'look' 'grow'
 'experience' 'academy' 'movement']"
56,"['sally' 'denise' 'rise' 'burrow' 'rob' 'draw' 'read' 'cook' 'sue' 'tania'
 'carly' 'willow' 'regan' 'water' 'reeve' 'woode' 'render' 'tomkin' 'sim'
 'jar' 'burn' 'mark' 'bond' 'summer' 'booker' 'little' 'pappa' 'gray'
 'callow' 'jed' 'podsiadly' 'steph' 'wade' 'gillion' 'marten' 'squire'
 'pelle' 'glasby' 'leif' 'saunder' 'guest' 'blampie' 'farthe' 'weitere'
 'bate' 'patten' 'elise' 'wease' 'matilda' 'small' 'child' 'mayor'
 'chief_operating_officer' 'kwh' 'enormous' 'distribution' 'auavoid'
 'broad' 'prompt' 'cost' 'price' 'bowl' 'cut' 'visit' 'lie' 'hear'
 'strong' 'mcgregor' 'bridge' 'ferdinando' 'cock' 'hatcher' 'aveen'
 'loose' 'tickle' 'hodgin' 'ainslie' 'trystan' 'pilar' 'maker' 'krispin'
 'mcmurdy' 'angelique' 'gilchrist' 'enzo' 'wight' 'bodhi' 'bunt' 'jaime'
 'hind' 'bailly' 'gillie' 'beasley' 'dominique' 'shuk' 'meulen' 'chew'
 'xe' 'bathe' 'barro']"
57,"['team' 'point' 'game' 'last' 'win' 'season' 'play' 'year' 'second'
 'final' 'first' 'club' 'player' 'side' 'lead' 'home' 'go' 'take' 'good'
 'week' 'round' 'time' 'hold' 'finish' 'pioneer' 'run' 'top' 'coach'
 'record' 'australian' 'day' 'break' 'competition' 'championship' 'defeat'
 'match' 'next' 'well' 'junior' 'today' 'victory' 'weekend' 'goal' 'start'
 'division' 'event' 'beat' 'quarter' 'name' 'yesterday' 'port' 'clash'
 'half' 'score' 'night' 'return' 'include' 'third' 'adelaide' 'rebound'
 'grade' 'magpie' 'come' 'follow' 'host' 'basketball' 'sport' 'continue'
 'claim' 'man' 'impressive' 'state' 'big' 'make' 'also' 'senior'
 'football' 'grand_final' 'ground' 'represent' 'loss' 'former' 'see'
 'back' 'close' 'early' 'renmark' 'set' 'title' 'hope' 'cup' 'end' 'star'
 'field' 'luke_jamieson' 'ladder' 'lose' 'south' 'icehouse' 'form']"
58,"['toy' 'say' 'police' 'child' 'school' 'student' 'station' 'handcuff'
 'officer' 'principal' 'profiling' 'book' 'behaviour' 'call' 'department'
 'take' 'day' 'girl' 'try' 'really' 'damage' 'throw' 'clinical' 'property'
 'safety' 'right' 'cell' 'natal' 'bad' 'year' 'kid' 'criminal' 'item'
 'drug' 'swing' 'bioscience' 'tell' 'place' 'pharmaceutical' 'several'
 'chief' 'interim' 'mood' 'contact' 'yesterday' 'parent' 'spice' 'credit'
 'away' 'new' 'come' 'mother' 'daughter' 'also' 'bioanalysis' 'cosmetic'
 'adjacent' 'screening' 'small' 'use' 'officially_opene' 'never' 'drink'
 'people' 'jump' 'time' 'instead' 'accuse' 'reach' 'return' 'invent'
 'however' 'other' 'give' 'cause' 'run' 'official' 'pick' 'hold'
 'interest' 'tear' 'tv' 'old' 'think' 'even' 'well' 'calm' 'break' 'begin'
 'remove' 'arrest' 'transport' 'deal' 'town' 'age' 'point' 'office'
 'assist' 'frame' 'minor']"
59,"['call' 'say' 'technology' 'road' 'com' 'security' 'conference' 'month'
 'first' 'car' 'mile' 'item' 'easymile' 'people' 'sap' 'australian'
 'opportunity' 'centric' 'use' 'seminar' 'speed' 'vehicle' 'management'
 'exhibition' 'business' 'email' 'show' 'reduce' 'summit' 'autonomous'
 'country' 'course' 'format' 'accident' 'study' 'journey' 'system' 'last'
 'follow' 'work' 'free' 'human' 'company' 'mover' 'ruxcon' 'shuttle'
 'expert' 'convention_centre' 'connect' 'today' 'injury' 'international'
 'future' 'day' 'believe' 'enable' 'similar' 'presentation' 'test'
 'mooloolaba_demonstration' 'equip' 'rule' 'html' 'also' 'huge' 'web'
 'report' 'operation' 'service' 'sustainability' 'award' 'level' 'highway'
 'camera' 'optimisation' 'com_au' 'steering_wheel' 'club' 'quickly' 'idea'
 'maker' 'congestion' 'never' 'few' 'seater' 'park' 'esplanade'
 'regulatory' 'itsm' 'visit_www' 'symposium' 'virtualisation'
 'practitioner' 'chance' 'theme' 'trial' 'viability' 'put' 'saving'
 'point']"
60,"['space' 'yate' 'turnbull' 'singer' 'will' 'astronaut' 'gemma' 'futurist'
 'perkin' 'hang' 'olive' 'patch' 'sum' 'number' 'martian' 'rob' 'crater'
 'simulate' 'halloran' 'phelp' 'piper' 'cate' 'speech' 'prime' 'boast'
 'error' 'pause' 'imagine' 'college' 'full' 'say' 'decade' 'steer' 'frank'
 'see' 'surface' 'even' 'communicate' 'scientist' 'breach' 'man' 'review'
 'tee' 'stretch' 'style' 'yesterday' 'crack' 'phone' 'wrong' 'privacy'
 'transcription' 'function' 'track' 'secretly' 'train' 'name' 'driver'
 'learn' 'possible' 'main' 'morale' 'orbit' 'hotel' 'shine' 'page'
 'location' 'human' 'wood' 'batter' 'ahren' 'erasmus' 'benardo' 'candace'
 'albertyn' 'pieterse' 'troup' 'designate' 'sheree' 'napper' 'alissa'
 'edmond' 'outer' 'grist' 'clune' 'rein' 'imelfort' 'zone' 'cumming'
 'valid' 'elon_musk' 'trudi' 'cecily' 'shrapnel' 'congressional' 'zoom'
 'probe' 'odette' 'embrace' 'overcome' 'suit']"
61,"['energy' 'price' 'power' 'electricity' 'solar' 'battery' 'say'
 'household' 'grid' 'market' 'retailer' 'consumer' 'customer' 'demand'
 'use' 'cost' 'cheap' 'offer' 'also' 'day' 'renewable' 'big' 'time' 'rise'
 'low' 'business' 'plan' 'solar_panel' 'pay' 'coal' 'year' 'help' 'home'
 'rooftop_solar' 'supply' 'go' 'company' 'virtual' 'expect' 'bill' 'much'
 'carbon' 'middle' 'increase' 'service' 'quarter' 'tech' 'australian'
 'term' 'peak' 'generator' 'large' 'load' 'think' 'improve' 'saving'
 'need' 'people' 'charge' 'local' 'average' 'power_plant' 'appliance'
 'fall' 'consumption' 'less' 'even' 'wholesale' 'reduce' 'behaviour'
 'wind' 'see' 'good' 'opportunity' 'well' 'benefit' 'io_energy' 'profile'
 'smart' 'deliver' 'way' 'climate' 'happen' 'base' 'become' 'clean'
 'understand' 'want' 'model' 'increasingly' 'product' 'electricity_usage'
 'excess' 'co_founder' 'dwelling' 'meter' 'next' 'really' 'make' 'place']"
62,"['ticket' 'say' 'week' 'travel' 'detail' 'trip' 'also' 'new' 'port'
 'italian' 'event' 'transport' 'cruise' 'get' 'last' 'visit' 'queensland'
 'night' 'day' 'public' 'take' 'hall' 'community' 'hold' 'offer' 'emerge'
 'time' 'high' 'train' 'yesterday' 'centre' 'bank' 'health' 'include'
 'return' 'third' 'first' 'available' 'beach' 'traffic' 'plenty'
 'bathroom' 'booking' 'concern' 'delight' 'plan' 'run' 'visa' 'schooner'
 'see' 'holiday' 'esplanade' 'double' 'simplicity' 'cottage' 'daily'
 'cheese' 'freight' 'famous' 'affect' 'weekend' 'link' 'feature'
 'represent' 'otherwise' 'flat' 'mountain' 'south' 'various_stage' 'city'
 'go' 'grange' 'allow' 'chance' 'show' 'title' 'explore' 'cluster'
 'advice' 'woodside' 'road' 'free' 'disabled' 'online' 'resort'
 'structure' 'clement' 'great' 'need' 'notch' 'stand' 'nearly' 'country'
 'action' 'headline' 'nice' 'australian' 'door' 'route' 'infrastructure']"
63,"['say' 'tweet' 'mr_trump' 'power' 'transparency' 'energy' 'datum' 'last'
 'service' 'digit' 'diet' 'year' 'express' 'view' 'footing' 'solution'
 'adviser' 'message' 'hall' 'past' 'enter' 'first' 'announce' 'time'
 'scheme' 'form' 'probe' 'include' 'old' 'individual' 'issue' 'evolve'
 'capacity' 'goalkicker' 'swan' 'serve' 'early' 'usage' 'roo' 'possible'
 'help' 'quickly' 'yesterday' 'business' 'complete' 'refer' 'white_house'
 'distraction' 'delete' 'pardon' 'social_media_user' 'make' 'allow'
 'offer' 'election' 'reporter' 'control' 'barry_hall' 'innovator'
 'outthought' 'outplay' 'outmuscle' 'outclass' 'week' 'system' 'hire'
 'add' 'flurry' 'hawthorn' 'shed' 'requirement' 'warming' 'new' 'charge'
 'hot' 'district' 'deliver' 'credential' 'supply' 'data' 'photovoltaic'
 'campaign' 'believe' 'criticise' 'general' 'back' 'build' 'former' 'law'
 'thick' 'pass' 'ahead' 'come' 'centre' 'top' 'appearance' 'meanwhile'
 'transition' 'cool' 'young_gun']"
64,"['magazine' 'say' 'artisan' 'wastage' 'victim' 'child' 'accessory' 'year'
 'gun' 'want' 'meet' 'leather' 'make' 'green_converse' 'piece' 'bag'
 'tell' 'old' 'change' 'family' 'issue' 'fashion' 'real' 'responsibility'
 'corset' 'appeal' 'boot' 'run' 'violence' 'teacher' 'visit' 'dream'
 'divide' 'colourful' 'take' 'pair' 'turn' 'also' 'festival' 'art'
 'wardrobe' 'model' 'day' 'drawing' 'heart' 'room' 'shoot' 'speak'
 'emotional' 'shooting' 'country' 'follow' 'wife' 'deliver' 'hold' 'live'
 'happen' 'opportunity' 'school' 'right' 'die' 'matter' 'people'
 'identify' 'far' 'clear' 'point' 'kill' 'medium' 'seem' 'alone' 'attend'
 'idea' 'display' 'address' 'shoe' 'loss' 'evidence' 'foot' 'dead'
 'rodriguez' 'press' 'reporter' 'corps' 'nonpartisan' 'flirt' 'window'
 'pound' 'powerfully' 'hush' 'lectern' 'podium' 'alve' 'agree' 'belong'
 'white_house' 'uvalde' 'maite' 'debut' 'affordable']"
65,"['holding' 'food' 'ray' 'national' 'operation' 'product' 'proprietary'
 'sale' 'mine' 'airport' 'technology' 'beverage' 'brand' 'farmer'
 'security' 'weigh' 'image' 'beginning' 'micro' 'mobile' 'diagnostic'
 'self' 'strong' 'carbon' 'club' 'milk' 'kg' 'nanotube' 'emitter' 'seatac'
 'tube' 'country' 'southern' 'generate' 'include' 'checkpoint' 'light'
 'union' 'san_miguel' 'son' 'electron' 'control' 'yesterday' 'imaging'
 'sell' 'application' 'integrate' 'brain' 'scanner' 'hospital' 'machine'
 'portfolio' 'stream' 'medical' 'defence' 'electronic' 'make' 'group'
 'service' 'enable' 'mile_end' 'less' 'much' 'voltage' 'reinvent'
 'cathode' 'revolutionize' 'baggage' 'origin' 'dairy' 'transform' 'mayor'
 'field' 'lead' 'body' 'comment' 'facility' 'bent' 'worldwide'
 'australian' 'counter_terrorism' 'long' 'open' 'release' 'algorithm'
 'development' 'small' 'military' 'innovative' 'range' 'expand' 'device'
 'adelaide' 'part' 'say' 'explosive' 'screening' 'carry' 'lay' 'possible']"
66,"['analyst' 'condition' 'arena' 'warehouse' 'recovery' 'favourable'
 'vintage' 'sentiment' 'service' 'financial' 'recent' 'rate' 'say'
 'regional' 'underpin' 'institution' 'outlook' 'profile' 'injury'
 'quarterly' 'sector' 'stroke' 'secure' 'yesterday' 'conduct' 'combine'
 'iaward' 'rating' 'economic' 'agency' 'poor' 'cord' 'simpler' 'pattern'
 'deterioration' 'business' 'credit' 'bank' 'grain' 'growth' 'stockpile'
 'clinical_trial' 'risk' 'execute' 'increase' 'deficit' 'traumatic' 'year'
 'spinal' 'continue' 'standard' 'grant' 'show' 'fast' 'mobile' 'judgment'
 'result' 'benefit' 'well' 'small' 'reduce' 'include' 'substantial' 'cap'
 'reduction' 'combination' 'stadium' 'collection' 'operating' 'possible'
 'neuroscience' 'screw' 'neural' 'funder' 'vinotrust' 'relearn' 'kilic'
 'rehabswift' 'survivor' 'release' 'review' 'counterfeit' 'shift'
 'upgrade' 'positive' 'strategy' 'strengthen' 'business_foundation'
 'resilience' 'enhancement' 'careful' 'unbroken' 'cerebral_palsy'
 'prototype' 'trial' 'develop' 'help' 'time' 'hand' 'especially']"
67,"['copper' 'metal' 'international' 'year' 'say' 'socceroo' 'mutual' 'world'
 'friendly' 'demon' 'take' 'good' 'play' 'opponent' 'go' 'sandwich'
 'qualifying' 'australasian' 'barossa_valley' 'lake' 'classic' 'galaxy'
 'cup' 'th_anniversary' 'bhp' 'hot' 'ego' 'facebook_page' 'focused'
 'credit' 'recognition' 'mother' 'emergence' 'blue' 'make' 'leader'
 'speaker' 'circus' 'brave' 'sharply' 'progress' 'infant' 'ahead'
 'thoughtful' 'hip' 'beginner' 'line' 'side' 'kick' 'part' 'local' 'late'
 'high' 'other' 'dominance' 'strauss' 'whistle' 'confident' 'reserve'
 'early' 'deli' 'malthouse' 'shop' 'come' 'technologist' 'winner' 'dam'
 'top' 'bizarre' 'brazilian' 'national' 'venue' 'suspension' 'point'
 'cricket' 'rule' 'grease' 'queen_theatre' 'unexpected' 'pupil' 'malseed'
 'eyed' 'tailor' 'club' 'day' 'afford' 'introduce' 'excess' 'miss'
 'elephant' 'ribbon' 'level' 'break' 'foot' 'carmaker' 'discovery'
 'departure' 'still' 'weak' 'minute']"
68,"['new' 'day' 'group' 'also' 'first' 'say' 'year' 'session' 'grower'
 'information' 'field' 'speaker' 'well' 'full' 'base' 'really' 'character'
 'get' 'team' 'event' 'hart_field_site' 'look' 'work' 'australian' 'open'
 'access' 'registration' 'include' 'trial' 'number' 'test' 'hand' 'hold'
 'give' 'online' 'start' 'local' 'service' 'technology' 'hear' 'topic'
 'early' 'regulation' 'war' 'take' 'mean' 'reign' 'strong' 'sign' 'drone'
 'put' 'blyth' 'suburb' 'construction' 'provide' 'program' 'emergency'
 'enthusiasm' 'wing' 'waikerie' 'miss' 'register' 'display' 'line' 'many'
 'world' 'encourage' 'week' 'gate' 'school' 'together' 'farmer' 'yield'
 'letter' 'spring' 'farm' 'journalist' 'chemical' 'anzac_day' 'breed'
 'left' 'name' 'crop' 'official_opene' 'improve' 'know' 'life' 'contact'
 'focus' 'month' 'scare' 'season' 'pull' 'quality' 'faba' 'road' 'arrive'
 'pulse' 'variety' 'think']"
69,"['fund' 'manager' 'tell' 'blue_sky' 'company' 'say' 'investment' 'column'
 'government' 'attack' 'make' 'continue' 'invest' 'also' 'investor'
 'venture_capital' 'stupid' 'blue_sky_alternative_investment' 'australian'
 'comment' 'court' 'financial' 'reputation' 'short' 'dr_stead'
 'venture_capital_fund' 'feel' 'claim' 'south' 'number' 'issue' 'go'
 'previously' 'review' 'due_diligence' 'business' 'conversation' 'ask'
 'call' 'damage' 'money' 'defamation' 'start' 'take' 'yesterday' 'article'
 'former' 'fail' 'involve' 'mandate' 'effect' 'opportunity' 'gender'
 'relate' 'manage' 'response' 'statement' 'file' 'sue' 'document' 'want'
 'spokesman' 'collapse' 'confuse' 'opinion' 'perth_wa' 'time' 'picture'
 'run' 'shoe' 'honest' 'publish' 'source' 'indicate' 'break' 'pyromaniac'
 'person' 'look' 'hear' 'series' 'part' 'colleague' 'team' 'stand'
 'defunct' 'reason' 'show' 'amount' 'community' 'view' 'thing' 'bad'
 'newspaper' 'description' 'stop' 'legal' 'failure' 'therapy' 'change'
 'use']"
70,"['say' 'year' 'man' 'make' 'police' 'people' 'come' 'take' 'future'
 'point' 'want' 'good' 'week' 'get' 'old' 'well' 'sport' 'home' 'time'
 'need' 'also' 'day' 'first' 'go' 'australian' 'performance' 'right' 'win'
 'break' 'innovation' 'star' 'business' 'find' 'last' 'work' 'age'
 'include' 'help' 'decision' 'look' 'opportunity' 'team' 'coach' 'new'
 'group' 'still' 'event' 'lot' 'life' 'technology' 'change' 'play'
 'information' 'energy' 'run' 'second' 'high' 'program' 'space' 'live'
 'car' 'start' 'see' 'co' 'big' 'tell' 'assault' 'show' 'arrest' 'hold'
 'design' 'involve' 'full' 'record' 'become' 'experience' 'player'
 'presentation' 'class' 'south' 'report' 'area' 'walk' 'way' 'side' 'game'
 'share' 'keep' 'travel' 'even' 'lead' 'engineer' 'yesterday' 'research'
 'community' 'difference' 'steal' 'know' 'assist' 'learn']"
71,"['man' 'police' 'arrest' 'car' 'year' 'old' 'woman' 'information'
 'suspect' 'charge' 'steal' 'assault' 'break' 'report' 'call' 'incident'
 'fire' 'bike' 'investigation' 'find' 'allegedly' 'traffic' 'appear'
 'morning' 'black' 'say' 'take' 'road' 'driver' 'scene' 'area'
 'motorcycle' 'leave' 'bail' 'search' 'officer' 'cause' 'suspicious' 'bus'
 'early' 'see' 'time' 'home' 'follow' 'ask' 'describe' 'attend' 'trimmer'
 'serious' 'wear' 'involve' 'vehicle' 'later' 'light' 'last' 'locate'
 'port' 'pair' 'return' 'also' 'assist' 'crash' 'victim' 'emergency'
 'breach' 'short' 'smash' 'patrol' 'run' 'allege' 'approach' 'second'
 'ride' 'cash' 'drive' 'head' 'sedan' 'passenger' 'alarm' 'shoe' 'enter'
 'house' 'release' 'park' 'restaurant' 'occur' 'show' 'speed' 'door'
 'nearby' 'ban' 'following_report' 'item' 'member' 'delay' 'act' 'rider'
 'shirt' 'train' 'know']"
72,"['defence' 'color_wedde' 'university' 'autonomous' 'priority' 'parent'
 'capability' 'relationship' 'school' 'trailblazer' 'weapon' 'quantum'
 'emilie' 'hypersonic' 'musical' 'vehicle' 'married' 'year' 'program'
 'meet' 'work' 'marry' 'dese' 'leave' 'warfare' 'also' 'daughter' 'crafer'
 'instrument' 'information' 'unmanned' 'marriage' 'member' 'tagview'
 'seed' 'operational' 'concept' 'control' 'moment' 'robotic' 'first'
 'material' 'project' 'tell' 'translation' 'fund' 'aim' 'study'
 'development' 'present' 'key' 'decision' 'client' 'begin' 'old'
 'business' 'student' 'health' 'later' 'laugh' 'marketing' 'co' 'training'
 'jointly' 'ruzelle' 'culminate' 'gain' 'bachelor' 'propose' 'ordinate'
 'occur' 'dinner' 'schulze' 'rewakphoto' 'appear' 'nativity' 'celebrate'
 'rostrevor' 'history' 'admiral' 'autonomously' 'decoy' 'rectify'
 'perpetuity' 'swarm' 'electronic_warfare' 'duncan' 'baked' 'reposition'
 'countermeasure' 'rodda' 'strengthen' 'statement' 'defensive' 'trust'
 'academia' 'theme' 'high_speed' 'governance' 'signal']"
73,"['wicket' 'run' 'ball' 'test' 'match' 'day' 'over' 'batting' 'tourist'
 'first' 'batsman' 'bat' 'yesterday' 'pace' 'opener' 'innings' 'catch'
 'strike' 'score' 'bowler' 'second' 'mid' 'australian' 'lose' 'look'
 'inning' 'opening' 'spinner' 'series' 'abdul_razzaq' 'early' 'spell'
 'zimbabwe' 'provide' 'play' 'begin' 'later' 'flower' 'warm' 'crease'
 'late' 'fall' 'fail' 'stump' 'side' 'affinity' 'right' 'condition'
 'selection' 'carry' 'middle' 'start' 'attempt' 'competitive' 'pick'
 'week' 'give' 'continue' 'international' 'leg' 'summer' 'edge' 'order'
 'battle' 'dismiss' 'attack' 'short' 'taibu' 'display' 'away' 'backward'
 'vault' 'struggle' 'almost' 'reply' 'total' 'grant' 'reserve' 'bailey'
 'tactical' 'happy' 'horizontally' 'crumble' 'post' 'recover' 'four'
 'easy' 'trouble' 'streak' 'finally' 'stand' 'last' 'field' 'target'
 'settle' 'third' 'take' 'mark' 'shot' 'home']"
