Topic,Word
74,"['fund' 'say' 'manager' 'investment' 'savcf' 'advertiser' 'new' 'contract'
 'administration' 'year' 'team' 'glass' 'independent' 'management'
 'manage' 'local' 'exist' 'company' 'also' 'first' 'maintain' 'light'
 'already' 'former' 'actively' 'timer' 'develop' 'sleep' 'include' 'miner'
 'important' 'help' 'elaine_stead' 'source' 'potential' 'seek' 'tender'
 'respect' 'put' 'conference' 'hold' 'follow' 'blue_sky' 'body' 'pay'
 'current' 'induce' 'due' 'provide' 'professor' 'alternate' 'teenage'
 'investor' 'issue' 'submission' 'release' 'range' 'well' 'green' 'clock'
 'expression' 'select' 'chair' 'mean' 'co' 'require' 'give' 'back'
 'entrepreneur' 'page' 'start' 'advice' 'reveal' 'use' 'time' 'previously'
 'propose' 'invest' 'territory' 'jet' 'emerge' 'control' 'blue' 'earmark'
 'employ' 'speaker' 'get' 'available' 'early' 'wear' 'future' 'lack'
 'document' 'continuity' 'effect' 'forward' 'dropping' 'cairn'
 'savcf_management_committee' 'approval']"
75,"['secret' 'freedom' 'operation' 'conservative' 'troop' 'briefing'
 'information' 'impose' 'snippet' 'dress' 'compromise' 'question'
 'commentator' 'give' 'fight' 'well' 'extend' 'yesterday' 'news'
 'military' 'detail' 'allow' 'tony' 'first' 'infantry' 'australian'
 'argue' 'even' 'democratic' 'see' 'end' 'truth' 'defence' 'colon'
 'obscure' 'legitimate' 'dictatorship' 'say' 'security' 'rather' 'expect'
 'reveal' 'continue' 'war' 'snow' 'television' 'pride' 'spar' 'clear'
 'explain' 'surely' 'clearly' 'reporter' 'future' 'almost' 'entitle'
 'start' 'morning' 'current' 'serve' 'citizen' 'access' 'british'
 'campaign' 'basic' 'raise' 'make' 'force' 'country' 'free' 'cancer'
 'easily' 'restrict' 'live' 'control' 'husband' 'message' 'story' 'tell'
 'use' 'describe' 'die' 'get' 'evidence' 'effort' 'american' 'personal'
 'picture' 'obvious' 'failure' 'newspaper' 'public' 'deep' 'personnel'
 'camera' 'suppose' 'hand' 'try' 'feel' 'seriously']"
76,"['technology' 'industry' 'say' 'defence' 'innovation' 'capability'
 'enable' 'digital' 'future' 'global' 'drive' 'help' 'growth' 'business'
 'cyber_security' 'dynamic' 'compliance' 'rocket' 'datum' 'build' 'high'
 'sensor' 'already' 'information' 'lead' 'education' 'ecosystem' 'need'
 'underpin' 'system' 'manage' 'security' 'cyber' 'military' 'provide'
 'photonic' 'company' 'infrastructure' 'radar' 'critical' 'provider'
 'fibre' 'connected_device' 'role' 'ndi' 'increase' 'application' 'solve'
 'world' 'surveillance' 'device' 'cruise' 'detection' 'sector' 'time'
 'stakeholder' 'range' 'base' 'state' 'partner' 'play' 'organisation'
 'schoolie' 'energy' 'improve' 'exam' 'economy' 'number' 'develop'
 'threat' 'work' 'new' 'access' 'corporate' 'also' 'patient' 'funding'
 'outcome' 'use' 'protection' 'revolutionary' 'demand' 'establish'
 'deliver' 'insight' 'attractive' 'explore' 'key' 'market' 'data'
 'national' 'challenge' 'communication' 'grow' 'fundamentally' 'investor'
 'representative' 'precision' 'engagement' 'model']"
77,"['say' 'seed_terminator' 'harvest' 'weed' 'machine' 'year' 'crop'
 'technology' 'ryegrass' 'farmer' 'harvester' 'kill' 'also' 'use' 'water'
 'deal' 'system' 'seed' 'make' 'see' 'chaff' 'control' 'mill' 'back'
 'reduce' 'toilet' 'cost' 'season' 'get' 'herbicide' 'good' 'work' 'prove'
 'wheat' 'header' 'last' 'paddock' 'design' 'need' 'paperwork' 'supply'
 'chemical' 'drive' 'power' 'farming' 'problem' 'result' 'trial'
 'development' 'per_cent' 'council' 'cart' 'grain' 'process' 'month' 'run'
 'become' 'mechanical' 'difficult' 'week' 'impact' 'farm' 'sell' 'start'
 'ground' 'material' 'include' 'australian' 'rainfall' 'rain' 'big' 'line'
 'scheme' 'rate' 'population' 'come' 'next' 'late' 'fit' 'yield' 'able'
 'small' 'time' 'manage' 'stormwater' 'tough' 'cropping' 'complicated'
 'already' 'invest' 'high' 'manager' 'show' 'research' 'follow' 'enter'
 'installation' 'lot' 'museum' 'major']"
78,"['lumary' 'salesforce' 'ndi' 'savcf' 'even' 'execute' 'majority'
 'resourcing' 'identifying' 'oneventures' 'scheduling' 'fifth' 'vision'
 'proud' 'aged_care_provider' 'report' 'document' 'accounting' 'stay'
 'end' 'other' 'complex' 'rapidly' 'venture_capital_firm'
 'giant_salesforce' 'lucrative' 'lead' 'expertise' 'expansion' 'range'
 'financial' 'back' 'platform' 'funding' 'software' 'state_government'
 'strategic' 'manage' 'tip' 'system' 'company' 'new' 'say' 'disability'
 'go' 'investment' 'accelerate' 'technology' 'overseas' 'participate'
 'global' 'management' 'need' 'build' 'cancer' 'process' 'tech' 'use'
 'develop' 'start' 'digital' 'relationship' 'business' 'year' 'market'
 'establish' 'way' 'also' 'offer' 'include' 'take' 'help' 'communication'
 'see' 'program' 'well' 'support' 'round' 'consumer' 'vehicle' 'investor'
 'venture' 'game' 'growth' 'first' 'group' 'play' 'australian' 'city'
 'research' 'improve' 'provider' 'work' 'space' 'entrepreneur' 'energy'
 'make' 'come' 'get' 'elder']"
79,"['swap' 'free_detail' 'dinner' 'hunt' 'garden' 'camera' 'pension' 'make'
 'grill' 'food' 'recipe' 'pre' 'even' 'barrel' 'also' 'aluminium'
 'meeting' 'open' 'high' 'contract' 'fish' 'detective' 'edition' 'top'
 'manual' 'metal' 'riverside' 'cop' 'green' 'square' 'get' 'ms_poddar'
 'salad' 'offer' 'know' 'unit' 'never' 'screen' 'friendly' 'wish' 'carry'
 'edge' 'ever' 'part' 'vote' 'contour' 'plate' 'late' 'fence' 'operation'
 'eat' 'colourful' 'hill' 'pasta' 'oil' 'video' 'place' 'car' 'hand'
 'fair' 'murder' 'chocolate' 'first' 'reverse' 'centre' 'corner' 'pan'
 'taco' 'meatball' 'rare' 'golden' 'put' 'frame' 'look' 'full' 'seeker'
 'give' 'cover' 'scoop' 'ordinary' 'cup' 'invite' 'bowl' 'remain' 'early'
 'company' 'award' 'stair' 'poppy' 'shred' 'use' 'graphite' 'cereal'
 'front' 'way' 'suitably' 'photo' 'big' 'pork' 'garlic']"
80,"['polyethelene' 'sized' 'headset' 'commendation' 'mannequin' 'sickness'
 'soldier' 'meanwhile' 'category' 'associate' 'apparel' 'armour' 'vehicle'
 'world' 'service' 'also' 'water' 'year' 'play' 'land' 'plastic' 'weigh'
 'australian' 'weight' 'call' 'award' 'get' 'say' 'composite' 'bomb'
 'make' 'technology' 'event' 'life' 'robotic' 'look' 'return' 'develop'
 'move' 'good' 'high' 'time' 'work' 'season' 'use' 'base' 'innovator'
 'business' 'lead' 'garden' 'expect' 'day' 'people' 'impact' 'management'
 'focus' 'target' 'new' 'sweeping' 'include' 'aide' 'successful'
 'industry' 'company' 'improve' 'young' 'team' 'go' 'net'
 'unearthly_delight' 'toughened' 'puncture' 'group' 'well' 'receive'
 'system' 'committal' 'army' 'stunning' 'reborn' 'lucrative' 'explore'
 'come' 'lazaridis' 'email' 'shoot' 'player' 'step' 'adjustable' 'small'
 'start' 'possible' 'enterprise' 'lot' 'issue' 'top' 'next' 'figure'
 'ballistic' 'first']"
81,"['vie' 'mid' 'presentation' 'say' 'test' 'waca' 'depth' 'clash'
 'glenn_mcgrath' 'quick' 'get' 'semaphore' 'steal' 'training' 'indication'
 'reputation' 'blow' 'see' 'pitch' 'day' 'play' 'deck' 'start' 'selector'
 'burn' 'wicket' 'blast' 'matthew' 'use' 'athlete' 'sleep'
 'adam_gilchrist' 'nice' 'bouncy' 'chapter' 'maximum' 'covet' 'foul'
 'preparation' 'brazen' 'star' 'brass' 'session' 'perennial' 'cover'
 'height' 'good' 'injury' 'appear' 'place' 'high' 'reliable' 'week'
 'first' 'sip' 'ambitious' 'line' 'promise' 'look' 'pakistani' 'depend'
 'head' 'yesterday' 'next' 'call' 'table' 'match' 'carry' 'flat' 'happen'
 'fast_bowler' 'condition' 'bounce' 'add' 'leave' 'squad' 'spell' 'pace'
 'put' 'guy' 'unveil' 'lot' 'give' 'stage' 'early' 'expect' 'hand' 'arm'
 'tour' 'heat' 'tourist' 'injure' 'certainly' 'today' 'soccer' 'beautiful'
 'hour' 'weather' 'prove' 'delivery']"
82,"['know' 'phase' 'describe' 'annual' 'give' 'area' 'mission' 'membership'
 'order' 'indeed' 'jewel' 'formal' 'tell' 'empty' 'go' 'terminal' 'action'
 'detail' 'destroy' 'pilot' 'air' 'video' 'patrol' 'queenstown' 'aircraft'
 'broad_range' 'cover' 'radio' 'anti' 'day' 'philanthropic' 'normally'
 'side' 'happen' 'leave' 'space' 'point' 'attack' 'heli' 'bag' 'also'
 'foundation' 'move' 'fly' 'lovely' 'help' 'capture' 'weather' 'fire'
 'egg' 'say' 'land' 'open' 'mix' 'enemy' 'brief' 'kayak' 'walk' 'code'
 'station' 'statement' 'artificial' 'pull' 'ground' 'thinkable' 'luggage'
 'south' 'cum' 'president' 'synchronise' 'lighten' 'stealth' 'want' 'site'
 'exhibit' 'member' 'lush' 'safe' 'state_government' 'inspired' 'flight'
 'hike' 'play' 'instead' 'message' 'fool' 'landline' 'cockpit' 'missile'
 'loadmaster' 'deconfliction' 'aircrew' 'chinook' 'brainwave' 'fist'
 'glacier' 'airbnb' 'launch' 'option' 'anyway']"
83,"['year' 'research' 'seed_terminator' 'also' 'ms_stead' 'say' 'glaucus'
 'unit' 'grain' 'machine' 'per_cent' 'harvest' 'write' 'make' 'commercial'
 'release' 'australian' 'follow' 'last' 'claim' 'publish' 'business'
 'darpa' 'month' 'improvement' 'production' 'enormous' 'full' 'use' 'case'
 'loss' 'grow' 'associate' 'kill' 'john_deere' 'destroy' 'new'
 'imputation' 'watch' 'eco' 'several' 'manufacturing' 'trial' 'espionage'
 'result' 'first' 'include' 'lawyer' 'reduce' 'work' 'wide_range' 'cause'
 'show' 'capital' 'airborne' 'begin' 'turn' 'fairfax_media' 'columnist'
 'off' 'model' 'system' 'demise' 'scathing' 'venture' 'harvester' 'weed'
 'invent' 'manager' 'name' 'rpm' 'fairfax' 'lodge' 'suit' 'debris'
 'question' 'spread' 'seed' 'employ' 'design' 'herbicide' 'unusually'
 'hammer_mill' 'company' 'page' 'class' 'burn' 'purely' 'true' 'website'
 'permission' 'trialle' 'export' 'ladder' 'judgment' 'double' 'multiple'
 'fact' 'role' 'weapon']"
84,"['northern_district' 'southern_district' 'east_torren' 'host' 'ocean'
 'tomorrow' 'henley_grange' 'angel' 'glenelg_tiger' 'desperate'
 'kensington_cardinal' 'sturt' 'clash' 'overwhelm' 'name' 'woodville'
 'fishing' 'adelaide' 'sturt_saint' 'expect' 'sewage' 'place' 'double'
 'bye_premiership' 'header' 'excess' 'home' 'team'
 'premier_steven_marshall' 'table' 'touch' 'reigning_premier' 'ggcd'
 'respectively' 'chart' 'top' 'major' 'stay' 'split' 'high' 'undoubtedly'
 'resistance' 'lead' 'take' 'instruction' 'say' 'associate' 'ride'
 'research' 'warn' 'sort' 'know' 'examine' 'action' 'queensland'
 'direction' 'scientist' 'quick' 'fertiliser' 'nutrient' 'chase'
 'jellyfish' 'infest' 'bearing' 'torren' 'supplement' 'www' 'newstead'
 'auread' 'nutrition' 'forge' 'able' 'series' 'first' 'travel' 'equal'
 'set' 'point' 'round' 'port' 'premiership' 'make' 'start' 'division'
 'game' 'elderly' 'day' 'total' 'magpie' 'see' 'big' 'test' 'potato'
 'undefeated' 'get' 'side' 'people' 'keep' 'season' 'go']"
85,"['say' 'year' 'people' 'work' 'also' 'new' 'young' 'go' 'take' 'get' 'day'
 'family' 'time' 'community' 'good' 'make' 'australian' 'old' 'want'
 'find' 'well' 'live' 'week' 'child' 'start' 'art' 'see' 'help' 'life'
 'event' 'run' 'many' 'love' 'music' 'part' 'come' 'country' 'home'
 'local' 'study' 'become' 'thing' 'parent' 'move' 'know' 'name' 'learn'
 'story' 'meet' 'think' 'hold' 'try' 'food' 'experience' 'role' 'give'
 'woman' 'last' 'tell' 'include' 'feel' 'age' 'great' 'school' 'support'
 'play' 'student' 'sport' 'former' 'night' 'little' 'open' 'detail'
 'still' 'talk' 'speak' 'award' 'big' 'youth' 'bring' 'couple' 'really'
 'leave' 'land' 'welcome' 'officer' 'artist' 'change' 'month' 'kid'
 'always' 'list' 'feature' 'first' 'believe' 'never' 'celebrate'
 'together' 'creative' 'job']"
86,"['coal' 'year' 'renew' 'first' 'result' 'police' 'abuse' 'speed' 'new'
 'suspicion' 'lunch' 'country' 'day' 'full' 'question' 'handling' 'group'
 'vintage' 'volker' 'charge' 'editorial' 'israeli' 'half' 'sonic' 'merely'
 'mortgage' 'affect' 'enter' 'surely' 'inflation' 'criminal' 'recklessly'
 'profound' 'diplomat' 'nuclear' 'payback' 'unbeaten' 'dioxide' 'case'
 'other' 'oil' 'say' 'slip' 'business' 'stand' 'environmental'
 'necessarily' 'admission' 'go' 'vice' 'care' 'much' 'brit' 'months_ago'
 'tatt' 'disregard' 'eastside' 'health' 'balcony' 'class' 'practice'
 'course' 'back' 'square' 'fairfax_media' 'war' 'american' 'hurt' 'come'
 'university' 'coach' 'child' 'evidence' 'allege' 'rookie' 'tool' 'remove'
 'injury' 'convention_centre' 'lawbreaker' 'expel' 'scuttle' 'reckless'
 'levy' 'razzaq' 'butt' 'insult' 'depress' 'secret' 'residential'
 'sentiment' 'passport' 'dreadful' 'chase' 'contempt' 'fall' 'courtesy'
 'fugitive' 'unfortunately' 'bhp']"
87,"['beer' 'brewery' 'vehicle' 'small' 'base' 'award' 'local' 'develop'
 'make' 'plastic' 'well' 'land' 'armour' 'use' 'craft' 'brew' 'say'
 'owner' 'pipette' 'post' 'proposal' 'supply' 'industry' 'export' 'weight'
 'system' 'army' 'service' 'cost' 'load' 'high' 'barossa' 'increase'
 'plan' 'lot' 'reduce' 'impact' 'get' 'produce' 'australian' 'world'
 'receptionist' 'underpin' 'micro' 'flux' 'active' 'winery' 'installation'
 'attack' 'new' 'third' 'yesterday' 'battery' 'innovator' 'perform'
 'innovation' 'combat' 'basic' 'pub' 'scheme' 'bomb' 'easy' 'attach'
 'model' 'corner' 'target' 'djs' 'come' 'improve' 'lead' 'heavy' 'quality'
 'name' 'long' 'field' 'weigh' 'process' 'composite' 'regional' 'engage'
 'manufacture' 'also' 'frame' 'enter' 'group' 'discover' 'expect'
 'solar_panel' 'behaviour' 'shape' 'enterprise' 'design' 'computer'
 'bottle' 'finalist' 'barrel' 'simulate' 'resistance' 'research' 'defence']"
88,"['program' 'ready_steady_go_kid' 'location' 'class' 'sport' 'consistent'
 'term' 'child' 'year' 'say' 'business' 'many' 'adelaide' 'exercise'
 'mr_chua' 'preschooler' 'company' 'base' 'mr_spencer' 'design' 'live'
 'wide' 'love' 'teach' 'international' 'children_age' 'life' 'attitude'
 'plan' 'want' 'start' 'half' 'range' 'help' 'benefit' 'positive' 'age'
 'aim' 'childcare' 'create' 'businessman' 'centre' 'grow' 'independent'
 'open' 'culture' 'buy' 'thing' 'young' 'big' 'commencement' 'sporting'
 'nation' 'goal' 'day' 'raymond_spencer' 'carry' 'kick' 'demand' 'way'
 'visit' 'kid' 'offer' 'city' 'growth' 'build' 'regional' 'hope' 'next'
 'unbeaten' 'children_aged' 'right' 'nationally' 'exciting' 'meet' 'hit'
 'chairman' 'happy' 'able' 'selection' 'burgeon' 'unprecedented'
 'milestone' 'rapidly' 'franchisee' 'leap' 'enrolment' 'strongly' 'cover'
 'success' 'fast' 'assume' 'level' 'different' 'online' 'morphettville'
 'spark' 'limited' 'fill' 'circulate']"
89,"['school' 'technology' 'student' 'curriculum' 'learn' 'stem' 'young' 'say'
 'roll' 'use' 'printing' 'new' 'learning' 'science' 'state' 'vogue_code'
 'part' 'teacher' 'first' 'think' 'area' 'math' 'design' 'integrate'
 'type' 'classroom' 'age' 'state_government' 'large_scale' 'norm' 'public'
 'well' 'joint_initiative' 'program' 'economy' 'education' 'get' 'drive'
 'drumming' 'gravitate' 'career' 'base' 'important' 'child' 'many'
 'critical' 'suited' 'north' 'wood' 'engage' 'makers_empire' 'early'
 'woman' 'great' 'miss' 'able' 'creative' 'art' 'take' 'literacy'
 'provide' 'change' 'educational' 'world' 'lung' 'close' 'development'
 'print' 'day' 'name' 'nation' 'stirle' 'emerging_technologie'
 'engineering' 'enough' 'port_augusta' 'introduce' 'innovator' 'buzzword'
 'model' 'attend' 'problem_solve' 'job' 'receive' 'specialist' 'forward'
 'excite' 'female' 'also' 'especially' 'south' 'private' 'year'
 'inspirational' 'involve' 'help' 'really' 'live' 'explore' 'need']"
90,"['run' 'state' 'various' 'aircraft' 'year' 'raise' 'drop' 'championship'
 'half' 'location' 'choose' 'marathon' 'flight' 'woman' 'call' 'challenge'
 'activity' 'child' 'new' 'man' 'pm' 'fund' 'free' 'part' 'open' 'health'
 'include' 'city' 'event' 'line' 'adelaide' 'professional' 'sport' 'fun'
 'music' 'little' 'register' 'love' 'racing' 'elder' 'hero' 'interview'
 'price' 'light' 'night' 'long' 'kid' 'athleticssa' 'whole'
 'jordanna_schriever' 'railway' 'preschooler' 'stadiumexcite' 'mile_end'
 'hour' 'commentator' 'meet' 'carnival' 'children_aged' 'writer'
 'adelaideapril' 'different' 'fundamental' 'eld' 'charity' 'com' 'dog'
 'picturesque' 'parkenter' 'bicycle' 'tce' 'com_aucredit' 'auready'
 'class' 'locationsready' 'skate' 'atmosphere' 'foundation' 'athlete'
 'runadelaide' 'teach' 'nearsstudent' 'temple' 'competent' 'idol'
 'children_hospital' 'uninhabited' 'bun' 'uav' 'biscuit' 'bombardier'
 'baked' 'navigator' 'mechanism' 'practise' 'valley_view_secondary'
 'school' 'treat' 'completely' 'competition']"
91,"['say' 'need' 'also' 'innovation' 'new' 'people' 'hub' 'top' 'start'
 'core' 'light' 'create' 'play' 'senator' 'energy' 'work' 'season' 'make'
 'allow' 'first' 'research' 'year' 'sector' 'think' 'way' 'win'
 'entrepreneur' 'state' 'business' 'country' 'open' 'university' 'apply'
 'run' 'cancer' 'car' 'industry' 'good' 'australian' 'opportunity'
 'government' 'market' 'oval' 'get' 'number' 'west_torren' 'filament'
 'partnership' 'halogen' 'still' 'provide' 'call' 'form' 'company'
 'involve' 'month' 'build' 'old' 'man' 'technology' 'early' 'see' 'team'
 'police' 'base' 'take' 'go' 'driver' 'come' 'start_up' 'port' 'connect'
 'time' 'problem' 'host' 'well' 'world' 'big' 'idea' 'visa' 'life' 'want'
 'seventh' 'program' 'day' 'process' 'thing' 'character' 'meet' 'support'
 'defeat' 'even' 'bring' 'much' 'name' 'school' 'inning' 'department'
 'recently' 'small']"
92,"['play' 'first' 'game' 'race' 'last' 'goal' 'win' 'well' 'winner' 'say'
 'kick' 'get' 'match' 'take' 'go' 'final' 'forward' 'player' 'ball' 'time'
 'docker' 'think' 'second' 'bomber' 'week' 'coach' 'give' 'point' 'club'
 'ground' 'back' 'year' 'early' 'team' 'former' 'fremantle' 'night' 'run'
 'line' 'much' 'competition' 'football' 'quarter' 'title' 'double'
 'minute' 'make' 'mark' 'lion' 'fan' 'tell' 'track' 'see' 'lead' 'crowd'
 'expose' 'staff' 'hawthorn' 'short' 'injury' 'set' 'councillor' 'also'
 'season' 'action' 'straight' 'form' 'start' 'chance' 'meeting' 'end'
 'force' 'keep' 'home' 'know' 'top' 'round' 'good' 'role' 'shoulder'
 'bike' 'final_term' 'suspend' 'loss' 'come' 'look' 'shot' 'pie' 'racing'
 'full' 'clear' 'lose' 'contest' 'extra' 'attack' 'cat' 'score' 'inquiry'
 'day' 'email']"
93,"['year' 'water' 'provide' 'service' 'cash' 'include' 'company' 'business'
 'asset' 'interest' 'capitalraising_announcement'
 'announcement_mid_kent_doc' 'mid_kent_mid_kent' 'mid_kent_water'
 'customer' 'old' 'marketing_reporting_hduf_transaction' 'also' 'average'
 'management' 'capital' 'acquisition' 'fund' 'approximately' 'investment'
 'financial' 'non' 'ofwat' 'distribution' 'supply' 'return' 'own' 'figure'
 'area' 'townsville' 'place' 'mount_gambier' 'facility' 'mid_kent' 'say'
 'price' 'industry' 'operate' 'equity' 'regulator' 'low' 'base' 'control'
 'take' 'today' 'time' 'day' 'charge' 'value' 'information' 'bridge'
 'remain' 'child' 'final' 'close' 'forecast' 'metric' 'determination'
 'table' 'cost' 'describe' 'hasting' 'long_term' 'end' 'partner' 'part'
 'mount_gambi' 'connolly' 'regulate' 'hybrid' 'utility' 'functional'
 'contribute' 'expect' 'months_ago' 'source' 'acquire' 'portfolio'
 'determine' 'drinking_wat' 'index' 'appoint' 'full' 'crash' 'public'
 'invest' 'use' 'result' 'team' 'boy' 'week' 'term' 'less' 'engagement'
 'offer']"
94,"['replicate' 'knee' 'injury' 'eagle' 'claim' 'cumming' 'injure'
 'compensation' 'also' 'rehn' 'former' 'sustain' 'south' 'west_coast'
 'twice' 'player' 'australian' 'lawsuit' 'match' 'football' 'represent'
 'sue' 'lodge' 'anterior' 'cruciate' 'ligament' 'career' 'sport' 'leave'
 'say' 'practice' 'play' 'year' 'certainly' 'action' 'allow' 'prepared'
 'game' 'bid' 'wear' 'believe' 'work' 'high_profile' 'head' 'lawyer'
 'take' 'team' 'go' 'good' 'legal' 'payment' 'think' 'end' 'right' 'bill'
 'launch' 'access' 'medical' 'left' 'level' 'set' 'comment' 'successfully'
 'damage' 'park' 'argue' 'environment' 'seek' 'case' 'fight' 'ground'
 'ruling' 'snap' 'utility' 'trent' 'unsafe' 'seriously_injure' 'pronged'
 'unpaid' 'justify' 'afl' 'ruckman' 'owe' 'crow' 'decline' 'oval' 'point'
 'season' 'start' 'business' 'include' 'first' 'pioneer' 'lead' 'final'
 'car' 'second' 'people' 'open' 'use']"
95,"['administrator' 'unpaid' 'pay' 'aircraft' 'obligation' 'administration'
 'owe' 'perform' 'liable' 'creditor' 'liquidation' 'lessor' 'employee'
 'payment' 'voluntary' 'cost' 'aviation' 'charter' 'agree' 'issue' 'bank'
 'subsidise' 'watch' 'deloitte' 'lawyer' 'inference' 'japanese'
 'executive' 'lease' 'investigate' 'write' 'case' 'penalty' 'material'
 'document' 'utilise' 'expect' 'manufacturer' 'manufacture' 'motivated'
 'hold' 'counsel' 'concern' 'government' 'place' 'restructure'
 'transducer' 'slip' 'particular' 'already' 'hope' 'stake' 'airport'
 'well' 'fly' 'seize' 'fee' 'regular' 'bondholder' 'airline' 'adelaide'
 'benefit' 'view' 'special' 'hour' 'period' 'split' 'forge' 'incentive'
 'appoint' 'contract' 'bowl' 'maintenance' 'occur' 'break' 'basis' 'top'
 'widescale' 'retrench' 'nanostructure' 'sturdy' 'latch' 'malign' 'resign'
 'luminescent' 'circuit' 'conclude' 'rubber' 'importer' 'ruling' 'clarity'
 'hefty' 'merger' 'intent' 'transport' 'relief' 'seek' 'completely'
 'reveal' 'approximately']"
96,"['immersive' 'say' 'year' 'cancer' 'program' 'add' 'patient' 'also'
 'contest' 'head' 'space' 'vr' 'start' 'current' 'rehabilitation' 'crown'
 'neck' 'complete' 'access' 'life' 'special' 'forefront' 'element'
 'nanoparticle' 'room' 'trial' 'muddy' 'currently' 'curriculum' 'bhp'
 'name' 'improve' 'progress' 'pathway' 'provide' 'cm' 'effort' 'list'
 'theme' 'magnetic' 'evaluation' 'subsequently' 'leave' 'next' 'former'
 'control' 'holiday' 'approach' 'exercise' 'other' 'quite' 'cost' 'visit'
 'take' 'put' 'major' 'centre' 'struggle' 'develop' 'reach' 'test'
 'spread' 'impossible' 'min' 'follow' 'tight' 'vacation' 'ppg' 'serious'
 'bragging' 'scaleability' 'significant' 'technology' 'condition'
 'million' 'surface' 'remove' 'due' 'report' 'tumour' 'node' 'submit'
 'surgeon' 'red' 'overall' 'peake' 'ramco' 'goal_kicke' 'buggy' 'gunner'
 'schmocker' 'simmon' 'effect' 'eventually' 'unmet' 'victorian' 'rock'
 'mobility' 'operate' 'experience']"
97,"['people' 'say' 'technology' 'health' 'device' 'create' 'help' 'product'
 'design' 'old' 'need' 'new' 'medical' 'life' 'age' 'also' 'include'
 'patient' 'use' 'experience' 'well' 'industry' 'improve' 'way' 'home'
 'bring' 'centre' 'idea' 'different' 'many' 'prototype' 'lab' 'trial'
 'benefit' 'store' 'make' 'work' 'change' 'develop' 'global' 'hand'
 'place' 'system' 'session' 'venue' 'project' 'hospital' 'opportunity'
 'research' 'event' 'service' 'community' 'conversation' 'solution'
 'healthcare' 'test' 'provide' 'food' 'testing' 'set' 'kit' 'future'
 'year' 'rehabilitation' 'co' 'day' 'stay' 'come' 'open' 'enable' 'range'
 'tool' 'per_cent' 'time' 'face' 'body' 'gaming' 'monash_university'
 'give' 'app' 'really' 'australian' 'user' 'athlete' 'entrepreneur' 'long'
 'think' 'lead' 'generation' 'meet' 'thing' 'live' 'get' 'individual'
 'wedding' 'datum' 'flinders_university' 'manufacture' 'support'
 'marriage']"
98,"['run' 'hit' 'com' 'adelaide' 'game' 'pm' 'inning' 'first' 'home' 'win'
 'division' 'ranger' 'free' 'start' 'angel' 'score' 'port' 'final' 'come'
 'away' 'victory' 'second' 'baseball' 'frame' 'pitch' 'gawler'
 'henley_grange' 'gawler_ranger' 'beat' 'detail' 'lead' 'minor' 'bat'
 'lose' 'third' 'top' 'season' 'fourth' 'late' 'supporter' 'fifth' 'alive'
 'see' 'throw' 'park' 'major' 'back' 'host' 'play' 'spot' 'bottom' 'ball'
 'innings' 'collect' 'southern_district' 'way' 'open' 'east_torren'
 'library' 'seventh' 'ride' 'walk' 'good' 'trail' 'also' 'woodville'
 'triple' 'single' 'make' 'breakfast' 'session' 'qualify' 'grade' 'shut'
 'team' 'dig' 'round' 'double' 'travel' 'place' 'ram' 'gawler_rangers_hit'
 'belt' 'combine' 'twin' 'playford' 'take' 'registration' 'give' 'credit'
 'painting' 'book' 'campbelltown' 'art' 'keep' 'magpie' 'giant' 'time'
 'long' 'solid']"
99,"['space' 'award' 'grant' 'scholarship' 'say' 'australian' 'industry'
 'year' 'support' 'foundation' 'recipient' 'study' 'international' 'also'
 'develop' 'forum' 'engineering' 'student' 'honour' 'new' 'research'
 'include' 'establish' 'major' 'technology' 'professional' 'area' 'broad'
 'playford_trust' 'degree' 'andy_thomas' 'undergraduate' 'master' 'sell'
 'initiative' 'company' 'trust' 'earth' 'relate' 'key' 'educational'
 'launch' 'aquaculture' 'science' 'message' 'awareness' 'partner' 'head'
 'satellite' 'today' 'premier' 'program' 'open' 'situational' 'advance'
 'promote' 'importance' 'rock' 'fund' 'station' 'project' 'former' 'class'
 'history' 'university' 'fisher' 'national' 'young' 'event' 'found' 'part'
 'generate' 'ping_service' 'descend' 'raise' 'receive' 'first' 'funding'
 'development' 'agriculture' 'mechanical' 'explore' 'south' 'work' 'share'
 'safety' 'due' 'base' 'control' 'career' 'prestigious' 'enable'
 'eligible' 'remote' 'speaker' 'communication' 'serve' 'phd' 'food' 'long']"
